obj_id,ra,dec,filter,mjd,snr,instrument_id,instrument_name,ra_unc,dec_unc,origin,id,groups,altdata,mag,magerr,magsys,limiting_mag
ZTF19aadyppr,202.42674,47.18796,atlaso,58566.543209,,72,ATLAS,,,None,205984263,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,,,ab,14.65
ZTF19aadyppr,202.42674,47.18796,atlaso,58510.650912,10.644472595667935,72,ATLAS,,,None,205984211,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.109,0.10200000000000001,ab,19.33
ZTF19aadyppr,202.42674,47.18796,atlaso,58566.544623,,72,ATLAS,,,None,205984264,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,,,ab,14.8
ZTF19aadyppr,202.42674,47.18796,atlaso,58566.552246,,72,ATLAS,,,None,205984265,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,,,ab,15.36
ZTF19aadyppr,202.42674,47.18796,atlaso,58514.60907,29.34422175021972,72,ATLAS,,,None,205984212,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.199,0.03699999999999999,ab,19.36
ZTF19aadyppr,202.42674,47.18796,atlaso,58566.552707,,72,ATLAS,,,None,205984266,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,,,ab,15.45
ZTF19aadyppr,202.42674,47.18796,atlaso,58566.562477,,72,ATLAS,,,None,205984267,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,,,ab,15.65
ZTF19aadyppr,202.42674,47.18796,atlaso,58514.62,27.14340511895323,72,ATLAS,,,None,205984213,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.144,0.04,ab,19.48
ZTF19aadyppr,202.42674,47.18796,atlaso,58568.508164,33.92925639869154,72,ATLAS,,,None,205984268,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.875,0.032,ab,19.37
ZTF19aadyppr,202.42674,47.18796,atlaso,58568.519018,33.92925639869155,72,ATLAS,,,None,205984269,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.866,0.031999999999999994,ab,19.31
ZTF19aadyppr,202.42674,47.18796,atlaso,58568.528878,29.344221750219717,72,ATLAS,,,None,205984270,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.748,0.03699999999999999,ab,19.39
ZTF19aadyppr,202.42674,47.18796,atlaso,58568.534445,32.901097113882706,72,ATLAS,,,None,205984271,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.866,0.033,ab,19.34
ZTF19aadyppr,202.42674,47.18796,atlaso,58514.630412,29.344221750219717,72,ATLAS,,,None,205984214,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.135,0.03699999999999999,ab,19.49
ZTF19aadyppr,202.42674,47.18796,atlaso,58514.641549,26.481370847759255,72,ATLAS,,,None,205984215,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.151,0.041,ab,19.45
ZTF19aadyppr,202.42674,47.18796,atlaso,58518.588369,35.02374854058482,72,ATLAS,,,None,205984216,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.708,0.031000000000000003,ab,19.39
ZTF19aadyppr,202.42674,47.18796,atlaso,58518.596681,36.19120682527098,72,ATLAS,,,None,205984217,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.744,0.03,ab,19.38
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.438434,20.879542399194797,72,ATLAS,,,None,205984326,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.192,0.052,ab,19.15
ZTF19aadyppr,202.42674,47.18796,atlaso,58588.502186,24.67582283541203,72,ATLAS,,,None,205984299,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.999,0.044,ab,18.97
ZTF19aadyppr,202.42674,47.18796,atlaso,58588.511584,24.127471216847322,72,ATLAS,,,None,205984300,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.206,0.045,ab,18.96
ZTF19aadyppr,202.42674,47.18796,atlaso,58588.521224,23.10077031400275,72,ATLAS,,,None,205984301,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.134,0.047,ab,18.97
ZTF19aadyppr,202.42674,47.18796,atlaso,58590.491504,16.96462819934577,72,ATLAS,,,None,205984302,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.0,0.064,ab,18.34
ZTF19aadyppr,202.42674,47.18796,atlaso,58590.501425,14.87309869531684,72,ATLAS,,,None,205984303,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.074,0.073,ab,18.33
ZTF19aadyppr,202.42674,47.18796,atlaso,58590.510175,17.233908012033798,72,ATLAS,,,None,205984304,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.103,0.063,ab,18.35
ZTF19aadyppr,202.42674,47.18796,atlaso,58570.539491,27.839389865593063,72,ATLAS,,,None,205984273,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.911,0.039,ab,19.23
ZTF19aadyppr,202.42674,47.18796,atlaso,58570.54826,28.572005388371828,72,ATLAS,,,None,205984274,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.931,0.038,ab,19.29
ZTF19aadyppr,202.42674,47.18796,atlaso,58590.518238,12.77336711480152,72,ATLAS,,,None,205984305,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.288,0.08500000000000002,ab,18.31
ZTF19aadyppr,202.42674,47.18796,atlaso,58594.455603,12.624839590210808,72,ATLAS,,,None,205984306,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.44,0.086,ab,18.57
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.439646,27.143405118953233,72,ATLAS,,,None,205984327,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.138,0.04,ab,19.45
ZTF19aadyppr,202.42674,47.18796,atlaso,58594.465003,7.700256771334251,72,ATLAS,,,None,205984307,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.247,0.141,ab,18.61
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.447936,23.10077031400275,72,ATLAS,,,None,205984328,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.188,0.047,ab,19.14
ZTF19aadyppr,202.42674,47.18796,atlaso,58594.466449,16.703633919355838,72,ATLAS,,,None,205984308,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.147,0.065,ab,18.57
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.449363,26.481370847759255,72,ATLAS,,,None,205984329,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.224,0.041,ab,19.38
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.46664,20.106226014039436,72,ATLAS,,,None,205984330,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.183,0.054,ab,19.07
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.46756,18.719589737209127,72,ATLAS,,,None,205984331,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.245,0.057999999999999996,ab,19.08
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.468264,24.12747121684732,72,ATLAS,,,None,205984332,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.188,0.045,ab,19.42
ZTF19aadyppr,202.42674,47.18796,atlaso,58594.475666,12.479726491472752,72,ATLAS,,,None,205984309,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.393,0.087,ab,18.59
ZTF19aadyppr,202.42674,47.18796,atlaso,58594.476126,7.385960576585914,72,ATLAS,,,None,205984310,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.618,0.147,ab,18.59
ZTF19aadyppr,202.42674,47.18796,atlaso,58594.482688,18.719589737209127,72,ATLAS,,,None,205984311,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.108,0.058,ab,18.6
ZTF19aadyppr,202.42674,47.18796,atlaso,58596.473941,27.83938986559306,72,ATLAS,,,None,205984312,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.046,0.039,ab,19.25
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.469179,24.127471216847322,72,ATLAS,,,None,205984333,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.162,0.045,ab,19.36
ZTF19aadyppr,202.42674,47.18796,atlaso,58596.482669,26.481370847759255,72,ATLAS,,,None,205984313,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,16.84,0.041,ab,19.21
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.50686,20.879542399194797,72,ATLAS,,,None,205984334,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.252,0.052,ab,19.06
ZTF19aadyppr,202.42674,47.18796,atlaso,58596.49144,24.67582283541203,72,ATLAS,,,None,205984314,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.065,0.044,ab,19.21
ZTF19aadyppr,202.42674,47.18796,atlaso,58596.502929,24.675822835412035,72,ATLAS,,,None,205984315,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.118,0.044,ab,19.18
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.50944,21.288945191335873,72,ATLAS,,,None,205984335,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.093,0.051,ab,19.3
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.385527,27.143405118953233,72,ATLAS,,,None,205984316,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.158,0.04,ab,19.27
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.557469,17.798954176362777,72,ATLAS,,,None,205984336,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.335,0.061,ab,18.98
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.386389,25.249679180421616,72,ATLAS,,,None,205984317,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.253,0.043,ab,19.38
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.562054,21.714724095162588,72,ATLAS,,,None,205984337,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.123,0.05,ab,19.18
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.387369,19.38814651353802,72,ATLAS,,,None,205984318,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.23,0.056000000000000015,ab,19.25
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.611553,15.9667088935019,72,ATLAS,,,None,205984338,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.197,0.068,ab,18.64
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.388219,24.127471216847322,72,ATLAS,,,None,205984319,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.049,0.045,ab,19.34
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.394191,20.48558876902131,72,ATLAS,,,None,205984320,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.251,0.053,ab,19.33
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.617032,16.450548556941353,72,ATLAS,,,None,205984339,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.251,0.066,ab,18.95
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.395346,29.344221750219717,72,ATLAS,,,None,205984321,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.142,0.03699999999999999,ab,19.44
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.415995,25.850862018050698,72,ATLAS,,,None,205984322,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.161,0.042,ab,19.33
ZTF19aadyppr,202.42674,47.18796,atlaso,58600.477434,24.127471216847322,72,ATLAS,,,None,205984340,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.23,0.045,ab,19.2
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.41732,27.14340511895323,72,ATLAS,,,None,205984323,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.252,0.04,ab,19.43
ZTF19aadyppr,202.42674,47.18796,atlaso,58600.486584,17.51187427029241,72,ATLAS,,,None,205984341,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.265,0.062,ab,19.22
ZTF19aadyppr,202.42674,47.18796,atlaso,58600.496034,17.798954176362777,72,ATLAS,,,None,205984342,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.308,0.061,ab,18.98
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.436986,18.402308555222533,72,ATLAS,,,None,205984324,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.309,0.059,ab,19.13
ZTF19aadyppr,202.42674,47.18796,atlaso,58598.438263,25.249679180421616,72,ATLAS,,,None,205984325,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.062,0.043,ab,19.44
ZTF19aadyppr,202.42674,47.18796,atlaso,58600.50622,24.675822835412035,72,ATLAS,,,None,205984343,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.164,0.044,ab,19.23
ZTF19aadyppr,202.42674,47.18796,atlasc,58604.463818,13.404150676026287,72,ATLAS,,,None,205984344,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.302,0.081,ab,19.6
ZTF19aadyppr,202.42674,47.18796,atlasc,58604.473885,9.608284997859553,72,ATLAS,,,None,205984345,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.529,0.113,ab,19.58
ZTF19aadyppr,202.42674,47.18796,atlasc,58604.481429,10.541128201535237,72,ATLAS,,,None,205984346,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.461,0.103,ab,19.62
ZTF19aadyppr,202.42674,47.18796,atlasc,58604.489926,9.359794868604563,72,ATLAS,,,None,205984347,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.404,0.11599999999999999,ab,19.62
ZTF19aadyppr,202.42674,47.18796,atlaso,58606.472903,19.048003592247884,72,ATLAS,,,None,205984348,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.381,0.056999999999999995,ab,19.14
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.443482,20.48558876902131,72,ATLAS,,,None,205984353,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.348,0.053,ab,19.33
ZTF19aadyppr,202.42674,47.18796,atlaso,58606.482812,18.095603412635487,72,ATLAS,,,None,205984349,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.313,0.06,ab,19.04
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.45131,19.048003592247884,72,ATLAS,,,None,205984354,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.375,0.057,ab,19.29
ZTF19aadyppr,202.42674,47.18796,atlaso,58606.492479,20.485588769021312,72,ATLAS,,,None,205984350,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.21,0.053,ab,19.14
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.462125,17.2339080120338,72,ATLAS,,,None,205984355,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.467,0.063,ab,19.28
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.462586,19.740658268329625,72,ATLAS,,,None,205984356,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.324,0.055,ab,19.31
ZTF19aadyppr,202.42674,47.18796,atlaso,58606.500554,18.402308555222533,72,ATLAS,,,None,205984351,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.424,0.059,ab,19.14
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.471345,17.51187427029241,72,ATLAS,,,None,205984357,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.376,0.062,ab,19.23
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.479824,20.879542399194793,72,ATLAS,,,None,205984358,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.318,0.052000000000000005,ab,19.23
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.431309,18.402308555222533,72,ATLAS,,,None,205984352,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.386,0.059,ab,19.32
ZTF19aadyppr,202.42674,47.18796,atlaso,58610.490433,18.095603412635487,72,ATLAS,,,None,205984359,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.359,0.06,ab,19.21
ZTF19aadyppr,202.42674,47.18796,atlasc,58612.373697,13.404150676026287,72,ATLAS,,,None,205984360,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.221,0.081,ab,19.76
ZTF19aadyppr,202.42674,47.18796,atlasc,58612.375526,9.960882612459903,72,ATLAS,,,None,205984361,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.579,0.109,ab,19.76
ZTF19aadyppr,202.42674,47.18796,atlasc,58612.381045,13.081159093471438,72,ATLAS,,,None,205984362,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.508,0.083,ab,19.8
ZTF19aadyppr,202.42674,47.18796,atlaso,58622.371122,11.30975213289718,72,ATLAS,,,None,205984380,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.595,0.096,ab,18.61
ZTF19aadyppr,202.42674,47.18796,atlasc,58612.397658,14.286002694185914,72,ATLAS,,,None,205984363,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.278,0.076,ab,19.77
ZTF19aadyppr,202.42674,47.18796,atlaso,58614.383366,18.09560341263549,72,ATLAS,,,None,205984364,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.243,0.06,ab,19.29
ZTF19aadyppr,202.42674,47.18796,atlaso,58614.386126,20.879542399194797,72,ATLAS,,,None,205984365,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.262,0.052,ab,19.34
ZTF19aadyppr,202.42674,47.18796,atlaso,58614.392574,22.157881729757744,72,ATLAS,,,None,205984366,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.346,0.049,ab,19.28
ZTF19aadyppr,202.42674,47.18796,atlaso,58614.402707,21.28894519133587,72,ATLAS,,,None,205984367,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.32,0.051,ab,19.3
ZTF19aadyppr,202.42674,47.18796,atlaso,58616.373466,23.602960973002812,72,ATLAS,,,None,205984368,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.354,0.046,ab,19.43
ZTF19aadyppr,202.42674,47.18796,atlaso,58616.379874,22.157881729757744,72,ATLAS,,,None,205984369,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.347,0.049,ab,19.47
ZTF19aadyppr,202.42674,47.18796,atlaso,58616.39091,21.714724095162588,72,ATLAS,,,None,205984370,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.303,0.05,ab,19.41
ZTF19aadyppr,202.42674,47.18796,atlaso,58618.387191,13.404150676026287,72,ATLAS,,,None,205984371,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.552,0.081,ab,18.75
ZTF19aadyppr,202.42674,47.18796,atlaso,58618.389955,13.571702559476616,72,ATLAS,,,None,205984372,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.553,0.08,ab,18.78
ZTF19aadyppr,202.42674,47.18796,atlaso,58622.381743,14.10047019166402,72,ATLAS,,,None,205984381,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.424,0.077,ab,18.58
ZTF19aadyppr,202.42674,47.18796,atlaso,58618.395517,16.703633919355834,72,ATLAS,,,None,205984373,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.373,0.065,ab,18.88
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.280224,27.839389865593063,72,ATLAS,,,None,205984382,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.42,0.039,ab,19.56
ZTF19aadyppr,202.42674,47.18796,atlaso,58618.405218,15.292059221945484,72,ATLAS,,,None,205984374,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.443,0.071,ab,18.85
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.280937,16.205017981464618,72,ATLAS,,,None,205984383,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.545,0.067,ab,19.08
ZTF19aadyppr,202.42674,47.18796,atlaso,58620.371774,14.286002694185914,72,ATLAS,,,None,205984375,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.371,0.076,ab,18.86
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.29727,19.38814651353802,72,ATLAS,,,None,205984384,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.459,0.056,ab,18.7
ZTF19aadyppr,202.42674,47.18796,atlaso,58620.377057,13.404150676026287,72,ATLAS,,,None,205984376,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.495,0.081,ab,18.98
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.297685,14.100470191664018,72,ATLAS,,,None,205984385,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.598,0.077,ab,18.99
ZTF19aadyppr,202.42674,47.18796,atlaso,58620.379368,11.193156750083807,72,ATLAS,,,None,205984377,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.417,0.09700000000000002,ab,18.91
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.297726,21.28894519133587,72,ATLAS,,,None,205984386,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.479,0.051000000000000004,ab,18.99
ZTF19aadyppr,202.42674,47.18796,atlaso,58622.362343,14.286002694185914,72,ATLAS,,,None,205984378,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.557,0.076,ab,18.62
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.298146,11.931167085254168,72,ATLAS,,,None,205984387,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.688,0.091,ab,18.99
ZTF19aadyppr,202.42674,47.18796,atlaso,58622.365104,16.205017981464618,72,ATLAS,,,None,205984379,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.384,0.067,ab,18.59
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.307716,17.51187427029241,72,ATLAS,,,None,205984388,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.415,0.062,ab,18.94
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.308007,18.719589737209127,72,ATLAS,,,None,205984389,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.47,0.058,ab,19.38
ZTF19aadyppr,202.42674,47.18796,atlaso,58634.350198,17.2339080120338,72,ATLAS,,,None,205984407,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.531,0.063,ab,19.42
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.312236,15.735307315335207,72,ATLAS,,,None,205984390,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.372,0.069,ab,18.98
ZTF19aadyppr,202.42674,47.18796,atlaso,58634.356252,15.292059221945486,72,ATLAS,,,None,205984408,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.725,0.071,ab,19.27
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.312615,21.714724095162584,72,ATLAS,,,None,205984391,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.346,0.05,ab,19.28
ZTF19aadyppr,202.42674,47.18796,atlaso,58634.366386,15.966708893501902,72,ATLAS,,,None,205984409,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.666,0.068,ab,19.36
ZTF19aadyppr,202.42674,47.18796,atlasc,58636.392595,5.483516185647118,72,ATLAS,,,None,205984410,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,19.082,0.198,ab,19.71
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.313156,17.233908012033798,72,ATLAS,,,None,205984392,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.268,0.063,ab,18.98
ZTF19aadyppr,202.42674,47.18796,atlasc,58636.395951,6.540579546735719,72,ATLAS,,,None,205984411,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.907,0.166,ab,19.73
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.313531,20.485588769021312,72,ATLAS,,,None,205984393,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.29,0.053,ab,19.32
ZTF19aadyppr,202.42674,47.18796,atlasc,58636.401053,6.0318678042118306,72,ATLAS,,,None,205984412,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.85,0.18,ab,19.7
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.326047,14.100470191664018,72,ATLAS,,,None,205984394,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.573,0.077,ab,18.91
ZTF19aadyppr,202.42674,47.18796,atlasc,58636.413498,8.225274278470676,72,ATLAS,,,None,205984413,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,18.763,0.132,ab,19.71
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.326597,17.798954176362777,72,ATLAS,,,None,205984395,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.466,0.061,ab,19.31
ZTF19aadyppr,202.42674,47.18796,atlaso,58642.260125,13.404150676026287,72,ATLAS,,,None,205984414,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.81,0.081,ab,19.32
ZTF19aadyppr,202.42674,47.18796,atlaso,58642.278471,12.199283199529543,72,ATLAS,,,None,205984415,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.985,0.089,ab,19.4
ZTF19aadyppr,202.42674,47.18796,atlaso,58624.327286,12.773367114801522,72,ATLAS,,,None,205984396,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.681,0.085,ab,18.91
ZTF19aadyppr,202.42674,47.18796,atlaso,58642.281762,15.735307315335206,72,ATLAS,,,None,205984416,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.71,0.069,ab,19.43
ZTF19aadyppr,202.42674,47.18796,atlaso,58642.28744,13.91969493279653,72,ATLAS,,,None,205984417,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.885,0.078,ab,19.45
ZTF19aadyppr,202.42674,47.18796,atlaso,58644.325291,13.91969493279653,72,ATLAS,,,None,205984418,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.799,0.078,ab,19.51
ZTF19aadyppr,202.42674,47.18796,atlaso,58644.328035,13.74349626276113,72,ATLAS,,,None,205984419,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.837,0.079,ab,19.46
ZTF19aadyppr,202.42674,47.18796,atlaso,58644.333548,12.925431009025349,72,ATLAS,,,None,205984420,"[255, 261, 280, 1, 239, 364, 41, 43, 51, 214, 215]",,17.871,0.084,ab,19.47
