start_time,end_time,ra,dec,ha,ra_offset,dec_offset
2021-02-04 09:18:28.159,2021-02-04 09:18:58.159,+08:43:48.47,+18:57:0.1,+01:45:3.72,153.875043,65.804548
2021-02-04 09:19:08.693,2021-02-04 09:19:38.693,+08:34:37.31,+26:09:0.1,+01:54:51.46,158.844244,60.133955
2021-02-04 09:19:59.136,2021-02-04 09:20:29.136,+08:35:54.49,+47:45:0.1,+01:54:11.82,144.020507,67.836518
2021-02-04 09:20:39.719,2021-02-04 09:21:09.719,+09:06:42.3,+54:57:0.1,+01:24:0.41,140.185036,67.776039
2021-02-04 09:21:20.168,2021-02-04 09:21:50.168,+09:19:59.99,+62:09:0.1,+01:11:16.66,132.742276,65.715589
2021-02-04 09:22:01.850,2021-02-04 09:22:31.850,+08:47:60,+76:33:0.1,+01:43:2.66,120.428825,73.655622
2021-02-04 09:22:48.600,2021-02-04 09:23:18.600,+07:11:60,+76:33:0.1,+03:19:26.07,124.67757,57.897965
2021-02-04 09:23:35.358,2021-02-04 09:24:05.358,+08:47:60,+76:33:0.1,+01:44:36.93,114.042306,74.165921
2021-02-04 09:25:44.632,2021-02-04 09:26:14.632,+10:51:25.56,+69:20:59.9,-00:15:32.64,116.527372,62.408167
2021-02-04 09:26:28.651,2021-02-04 09:26:58.651,+09:42:51.44,+69:25:12.1,+00:53:25.36,118.708443,66.592269
2021-02-04 09:27:11.217,2021-02-04 09:27:41.217,+08:47:60,+76:33:0.1,+01:48:13.5,117.057697,70.198057
2021-02-04 09:27:57.973,2021-02-04 09:28:27.973,+07:11:60,+76:33:0.1,+03:24:35.93,121.576733,53.873954
2021-02-04 09:28:44.763,2021-02-04 09:29:14.763,+05:35:60,+76:33:0.1,+05:01:19.15,124.236914,24.493974
2021-02-04 09:30:05.967,2021-02-04 09:30:35.967,+08:55:52,-24:14:59.9,+01:44:55.37,116.72233,79.07511
2021-02-04 09:31:38.963,2021-02-04 09:32:08.963,+11:21:34.56,-24:15:0.1,-00:39:20.62,111.625008,84.798529
2021-02-04 09:35:10.272,2021-02-04 09:35:40.272,+09:03:23.8,+11:45:0.1,+01:42:16.36,153.333475,61.759286
2021-02-04 09:35:50.718,2021-02-04 09:36:20.718,+09:12:1.22,+18:57:0.1,+01:34:16.69,154.725135,60.726797
2021-02-04 09:37:11.817,2021-02-04 09:37:41.817,+09:04:32.92,+26:09:0.1,+01:43:2.99,157.78637,56.284831
2021-02-04 09:39:15.515,2021-02-04 09:39:45.515,+08:53:24.11,+33:21:0.1,+01:56:12.21,154.854728,59.858136
2021-02-04 09:39:55.963,2021-02-04 09:40:25.963,+08:47:43.76,+40:33:0.1,+02:02:28.1,150.620252,61.494931
2021-02-04 09:44:00.381,2021-02-04 09:44:30.381,+09:19:59.99,+62:09:0.1,+01:34:0.45,134.107967,64.370084
2021-02-04 09:44:41.963,2021-02-04 09:45:11.963,+08:34:17.15,+69:21:0.1,+02:19:59.71,127.726005,63.264473
2021-02-04 09:47:03.501,2021-02-04 09:47:33.501,+13:35:60,+76:32:59.9,-02:37:34.73,89.38393,34.548771
2021-02-04 09:52:36.394,2021-02-04 09:53:06.394,+13:16:22.08,+04:32:59.9,-02:13:7.47,131.816421,52.448343
2021-02-04 09:53:17.092,2021-02-04 09:53:47.092,+13:17:21.48,-02:39:0.1,-02:13:26.9,131.416294,54.252043
2021-02-04 09:55:18.706,2021-02-04 09:55:48.706,+12:20:38.4,-02:39:0.1,-01:14:42.44,136.639322,64.467056
2021-02-04 09:55:59.162,2021-02-04 09:56:29.162,+12:34:51.6,-09:51:0.1,-01:28:15.04,131.090627,64.297866
2021-02-04 09:56:39.735,2021-02-04 09:57:09.735,+13:03:8.28,-09:51:0.1,-01:55:52.08,125.648024,60.724154
2021-02-04 09:57:20.371,2021-02-04 09:57:50.371,+13:17:7.44,-17:03:0.1,-02:09:11.57,123.930647,62.880609
2021-02-04 09:58:01.070,2021-02-04 09:58:31.070,+12:49:0.12,-17:03:0.1,-01:40:22.23,125.376811,69.649199
2021-02-04 09:58:41.519,2021-02-04 09:59:11.519,+12:20:52.8,-17:03:0.1,-01:11:33.98,130.630392,76.104454
2021-02-04 09:59:22.258,2021-02-04 09:59:52.258,+12:06:34.92,-09:51:0.1,-00:56:34.41,132.667259,75.855238
2021-02-04 10:02:56.319,2021-02-04 10:03:26.319,+10:52:26.04,-24:14:59.9,+00:21:12.51,137.331933,87.709257
2021-02-04 10:03:36.980,2021-02-04 10:04:06.980,+10:56:30.48,-17:02:59.9,+00:17:46.95,143.984651,85.497157
2021-02-04 10:11:49.547,2021-02-04 10:12:19.547,+10:28:23.16,-17:02:59.9,+00:54:9.47,139.219424,82.465486
2021-02-04 10:12:30.234,2021-02-04 10:13:00.234,+10:23:17.52,-24:14:59.9,+00:59:57.97,129.372772,85.110213
2021-02-04 10:13:11.113,2021-02-04 10:13:41.113,+09:54:8.96,-24:14:59.9,+01:29:49.03,126.381175,81.935282
2021-02-04 10:13:51.560,2021-02-04 10:14:21.560,+09:25:0.48,-24:14:59.9,+01:59:38.85,120.857141,77.905009
2021-02-04 10:15:16.467,2021-02-04 10:15:46.467,+09:02:7.19,-02:38:59.9,+02:23:50.54,130.211338,69.558783
2021-02-04 10:15:57.086,2021-02-04 10:16:27.086,+09:10:3.79,+04:33:0.1,+02:16:32.64,131.51284,70.831146
2021-02-04 10:17:18.485,2021-02-04 10:17:48.485,+09:03:23.8,+11:45:0.1,+02:24:31.37,138.182347,66.341721
2021-02-04 10:17:59.153,2021-02-04 10:18:29.153,+08:43:48.47,+18:57:0.1,+02:44:44.47,137.161894,59.495855
2021-02-04 10:30:27.419,2021-02-04 10:30:57.419,+11:52:45.12,-17:03:0.1,-00:11:34.2,146.443476,78.499536
2021-02-04 10:48:13.875,2021-02-04 10:48:43.875,+16:34:17.04,+69:20:59.9,-04:34:6.44,113.847482,-3.739999
2021-02-04 10:48:55.660,2021-02-04 10:49:25.660,+17:19:59.88,+83:44:59.9,-05:16:1.16,62.819284,-53.671561
2021-02-04 10:49:37.341,2021-02-04 10:50:07.341,+16:34:17.04,+69:20:59.9,-04:32:42.21,114.487179,-1.710759
2021-02-04 10:55:34.983,2021-02-04 10:56:04.983,+08:47:60,+76:33:0.1,+03:16:51.07,132.460215,52.091566
2021-02-04 11:03:05.067,2021-02-04 11:03:35.067,+12:20:38.4,-02:38:60,-00:06:44.27,150.319266,78.235994
2021-02-04 11:04:28.301,2021-02-04 11:04:58.301,+12:49:0.12,-02:39:0.1,-00:33:42.85,150.681218,70.035653
2021-02-04 11:05:08.748,2021-02-04 11:05:38.748,+13:03:8.28,-09:51:0.1,-00:47:11.85,144.008153,72.947543
2021-02-04 11:05:49.472,2021-02-04 11:06:19.472,+13:17:21.48,-02:39:0.1,-01:00:43.03,147.249437,70.625256
2021-02-04 11:06:30.068,2021-02-04 11:07:00.068,+13:16:22.08,+04:32:59.9,-00:59:1.34,149.219073,69.293872
2021-02-04 11:09:12.752,2021-02-04 11:09:42.752,+13:43:44.04,+04:32:59.9,-01:23:40.42,147.779933,59.846606
2021-02-04 11:09:53.432,2021-02-04 11:10:23.432,+13:52:36.12,+11:44:59.9,-01:31:49.63,148.228571,55.652643
2021-02-04 11:13:16.441,2021-02-04 11:13:46.441,+14:33:44.64,+26:08:59.9,-02:09:28.63,145.954179,42.500826
2021-02-04 11:14:39.835,2021-02-04 11:15:09.835,+14:07:31.8,+33:20:59.9,-01:41:51.58,150.253772,51.643105
2021-02-04 11:15:20.283,2021-02-04 11:15:50.283,+14:38:56.76,+33:20:59.9,-02:12:33.2,142.746763,44.908441
2021-02-04 11:16:00.887,2021-02-04 11:16:30.887,+15:06:52.2,+40:32:59.9,-02:39:42.78,142.287365,37.26341
2021-02-04 11:16:41.668,2021-02-04 11:17:11.668,+14:32:24,+40:32:59.9,-02:04:36.32,143.702125,45.109316
2021-02-04 11:17:22.369,2021-02-04 11:17:52.369,+13:57:56.16,+40:32:59.9,-01:29:30.62,146.641898,52.612449
2021-02-04 11:18:43.507,2021-02-04 11:19:13.507,+13:38:53.88,+47:44:59.9,-01:09:6.26,142.209076,56.594169
2021-02-04 11:19:24.176,2021-02-04 11:19:54.176,+13:29:36.24,+54:56:59.9,-00:59:5.41,139.243436,51.588977
2021-02-04 11:20:08.370,2021-02-04 11:20:38.370,+14:40:0.12,+62:08:59.9,-02:08:25.86,123.1622,40.51281
2021-02-04 11:20:48.825,2021-02-04 11:21:18.825,+14:58:1.56,+54:56:59.9,-02:25:52.96,129.206865,37.019605
2021-02-04 11:21:29.746,2021-02-04 11:21:59.746,+14:17:59.64,+47:44:59.9,-01:45:20.66,137.69809,49.280769
2021-02-04 11:22:10.568,2021-02-04 11:22:40.568,+14:57:5.76,+47:44:59.9,-02:23:41.28,136.377315,40.822172
2021-02-04 11:22:51.386,2021-02-04 11:23:21.386,+15:36:11.52,+47:44:59.9,-03:02:2.17,133.514267,30.695475
2021-02-04 11:23:32.285,2021-02-04 11:24:02.285,+15:42:24.84,+54:56:59.9,-03:07:26.43,129.418759,25.02672
2021-02-04 11:24:19.186,2021-02-04 11:24:49.186,+17:19:59.88,+83:44:59.9,-04:40:31.37,60.885301,-38.438238
2021-02-04 11:24:59.683,2021-02-04 11:25:29.683,+16:47:60,+76:32:59.9,-04:10:14.59,97.600843,0.825465
2021-02-04 11:25:40.129,2021-02-04 11:26:10.129,+16:34:17.04,+69:20:59.9,-03:56:33.29,112.526255,12.459007
2021-02-04 11:26:20.668,2021-02-04 11:26:50.668,+16:26:39.84,+62:08:59.9,-03:48:36.77,122.223367,17.918769
2021-02-04 11:27:01.296,2021-02-04 11:27:31.296,+16:26:48.12,+54:56:59.9,-03:48:15.98,128.590145,19.09318
2021-02-04 11:27:41.746,2021-02-04 11:28:11.746,+16:15:17.64,+47:44:59.9,-03:36:14.5,131.229255,27.842103
2021-02-04 11:28:22.622,2021-02-04 11:28:52.622,+15:41:20.04,+40:32:59.9,-03:01:43.99,138.586316,37.835896
2021-02-04 11:29:03.073,2021-02-04 11:29:33.073,+15:41:46.32,+33:20:59.9,-03:01:34.64,138.834089,40.161977
2021-02-04 11:29:43.768,2021-02-04 11:30:13.768,+15:10:21.72,+33:20:59.9,-02:29:30.71,144.2314,46.677335
2021-02-04 11:30:24.468,2021-02-04 11:30:54.468,+15:33:36,+26:08:59.9,-02:52:6.32,139.638788,37.814393
2021-02-04 11:33:32.086,2021-02-04 11:34:02.086,+12:19:51.6,-24:14:59.9,+00:24:33.41,139.811323,87.286228
2021-02-04 11:34:53.202,2021-02-04 11:35:23.202,+12:49:0.12,-24:14:60,-00:03:15.31,135.262196,86.594222
2021-02-04 11:35:42.142,2021-02-04 11:36:12.142,+13:52:36.12,+11:44:59.9,-01:05:56.38,145.153122,68.121545
2021-02-04 11:36:22.592,2021-02-04 11:36:52.592,+13:55:52.32,+18:56:59.9,-01:08:30.65,148.326193,59.535344
2021-02-04 11:37:03.312,2021-02-04 11:37:33.312,+14:20:30.12,+11:44:59.9,-01:32:28.47,147.904269,58.453859
2021-02-04 11:37:44.994,2021-02-04 11:38:14.994,+14:03:48.96,+26:08:59.9,-01:15:2.58,149.379113,55.115108
2021-02-04 11:38:25.441,2021-02-04 11:38:55.441,+14:33:44.64,+26:08:59.9,-01:44:15.51,146.646005,49.816748
2021-02-04 11:39:49.107,2021-02-04 11:40:19.107,+14:07:31.8,+33:20:59.9,-01:16:37.5,148.856171,57.393699
2021-02-04 11:40:29.557,2021-02-04 11:40:59.557,+14:38:56.76,+33:20:59.9,-01:47:20.06,142.337367,51.755421
2021-02-04 11:41:10.232,2021-02-04 11:41:40.232,+14:32:24,+40:32:59.9,-01:40:3.26,143.619137,51.953677
2021-02-04 11:41:50.932,2021-02-04 11:42:20.932,+13:57:56.16,+40:32:59.9,-01:04:58.54,146.479995,58.161497
2021-02-04 11:42:31.538,2021-02-04 11:43:01.538,+14:17:59.64,+47:44:59.9,-01:24:15.23,137.137148,56.081734
2021-02-04 11:43:11.988,2021-02-04 11:45:41.988,+14:13:39,+54:56:59.9,-01:19:10.15,132.674695,50.665651
2021-02-04 11:45:53.359,2021-02-04 11:46:23.359,+14:57:5.76,+47:44:59.9,-01:59:54.44,135.664721,47.550234
2021-02-04 11:46:34.183,2021-02-04 11:47:04.183,+15:36:11.52,+47:44:59.9,-02:38:15.29,133.111899,38.485107
2021-02-04 11:47:14.661,2021-02-04 11:47:44.661,+15:42:24.84,+54:56:59.9,-02:43:40.5,128.598039,32.693452
2021-02-04 11:47:55.254,2021-02-04 11:48:25.254,+15:36:11.52,+47:44:59.9,-02:36:54.14,133.79104,38.665447
2021-02-04 11:48:35.847,2021-02-04 11:49:05.847,+15:42:24.84,+54:56:59.9,-02:42:19.33,128.84434,32.856911
2021-02-04 11:49:16.476,2021-02-04 11:49:46.476,+15:33:20.16,+62:08:59.9,-02:32:24.12,122.811781,35.70953
2021-02-04 11:49:59.714,2021-02-04 11:50:29.714,+16:34:17.04,+69:20:59.9,-03:32:10.34,107.896132,19.654527
2021-02-04 11:50:40.272,2021-02-04 11:51:10.272,+16:26:39.84,+62:08:59.9,-03:24:12.73,117.618076,24.936444
2021-02-04 11:51:20.723,2021-02-04 11:51:50.723,+16:34:17.04,+69:20:59.9,-03:30:49.14,108.9142,19.481317
2021-02-04 11:52:01.201,2021-02-04 11:52:31.201,+16:47:60,+76:32:59.9,-03:43:8.1,93.688793,9.858565
2021-02-04 11:52:41.647,2021-02-04 11:53:11.647,+17:19:59.88,+83:44:59.9,-04:12:4.77,57.848982,-25.281943
2021-02-04 11:53:25.807,2021-02-04 11:53:55.807,+18:23:60,+76:32:59.9,-05:17:36.53,90.939784,-25.002146
2021-02-04 11:54:06.791,2021-02-04 11:54:36.791,+17:42:51.48,+69:20:59.9,-04:36:31.08,105.257411,-2.405046
2021-02-04 11:54:47.509,2021-02-04 11:55:17.509,+17:19:59.88,+62:08:59.9,-04:13:20.92,117.454543,9.709431
2021-02-04 11:55:28.177,2021-02-04 11:55:58.177,+17:42:51.48,+69:20:59.9,-04:35:8.9,106.059682,-2.869427
2021-02-04 11:56:08.900,2021-02-04 11:56:38.900,+17:19:59.88,+62:08:59.9,-04:11:59.7,117.592225,10.02404
2021-02-04 11:56:52.910,2021-02-04 11:57:22.910,+17:59:12.48,+40:32:59.9,-04:50:56.61,122.986394,6.336331
2021-02-04 11:57:35.646,2021-02-04 11:58:05.646,+17:03:22.68,+26:08:59.9,-03:54:34.68,130.379548,23.382502
2021-02-04 11:58:21.288,2021-02-04 11:58:51.288,+15:41:46.32,+33:20:59.9,-02:32:10.91,140.316619,45.721176
2021-02-04 11:59:01.780,2021-02-04 11:59:31.780,+15:33:36,+26:08:59.9,-02:23:24.64,141.668646,44.460092
2021-02-04 11:59:42.446,2021-02-04 12:00:12.446,+15:23:5.64,+18:56:59.9,-02:12:16.82,143.493331,48.821504
2021-02-04 12:00:22.899,2021-02-04 12:00:52.899,+15:44:12.12,+11:44:59.9,-02:32:45.65,137.754661,47.123673
2021-02-04 12:01:09.873,2021-02-04 12:01:39.873,+14:11:06,+04:32:59.9,-00:58:56.52,146.449061,66.352049
2021-02-04 12:01:55.264,2021-02-04 12:02:25.264,+14:54:1.08,+18:56:59.9,-01:40:59.9,145.018083,53.326904
2021-02-04 12:02:35.929,2021-02-04 12:03:05.929,+15:03:40.32,+26:08:59.9,-01:49:55.72,146.382313,49.448514
2021-02-04 12:03:16.378,2021-02-04 12:03:46.378,+15:10:21.72,+33:20:59.9,-01:55:52.28,146.490319,51.124729
2021-02-04 12:03:56.968,2021-02-04 12:04:26.968,+15:03:40.32,+26:08:59.9,-01:48:34.44,145.849784,49.780476
2021-02-04 12:04:38.926,2021-02-04 12:05:08.926,+15:52:9.84,+18:56:59.9,-02:36:23.26,140.975993,42.285654
2021-02-04 12:05:19.375,2021-02-04 12:05:49.375,+16:12:6.12,+11:44:59.9,-02:55:41.31,139.30318,41.893801
2021-02-04 12:05:59.827,2021-02-04 12:06:29.827,+15:52:9.84,+18:56:59.9,-02:35:2.08,140.939827,44.396144
2021-02-04 12:06:40.272,2021-02-04 12:07:10.272,+16:12:6.12,+11:44:59.9,-02:54:20.05,138.877311,42.687781
2021-02-04 12:07:20.746,2021-02-04 12:07:50.746,+16:40:0.12,+11:44:59.9,-03:21:33.53,131.520889,36.262468
2021-02-04 12:08:01.203,2021-02-04 12:08:31.203,+16:21:14.4,+18:56:59.9,-03:02:3.56,137.187925,39.816299
2021-02-04 12:08:41.654,2021-02-04 12:09:11.654,+16:03:31.32,+26:08:59.9,-02:43:37.23,138.388686,41.665777
2021-02-04 12:09:22.264,2021-02-04 12:09:52.264,+16:21:14.4,+18:56:59.9,-03:00:42.27,137.510842,40.157751
2021-02-04 12:10:02.716,2021-02-04 12:10:32.716,+16:03:31.32,+26:08:59.9,-02:42:15.98,138.85735,41.76385
2021-02-04 12:10:43.258,2021-02-04 12:11:13.258,+16:13:11.28,+33:20:59.9,-02:51:10.31,139.736255,42.600613
2021-02-04 12:11:23.865,2021-02-04 12:11:53.865,+16:44:35.88,+33:20:59.9,-03:21:53.67,138.324593,34.961147
2021-02-04 12:12:04.312,2021-02-04 12:12:34.312,+16:15:48.24,+40:32:59.9,-02:52:20.98,138.433537,41.212011
2021-02-04 12:12:44.963,2021-02-04 12:13:14.963,+16:50:16.08,+40:32:59.9,-03:26:7.14,136.507281,33.112935
2021-02-04 12:13:25.415,2021-02-04 12:13:55.415,+17:24:44.28,+40:32:59.9,-03:59:53.18,131.798704,23.375751
2021-02-04 12:14:05.866,2021-02-04 12:14:35.866,+17:47:25.44,+33:20:59.9,-04:21:59.45,129.98663,18.850217
2021-02-04 12:14:46.584,2021-02-04 12:15:16.584,+17:16:0.84,+33:20:59.9,-03:49:54.15,133.158956,28.920679
2021-02-04 12:15:27.035,2021-02-04 12:15:57.035,+17:33:18.36,+26:08:59.9,-04:06:34.97,131.793738,20.996944
2021-02-04 12:16:07.622,2021-02-04 12:16:37.622,+17:16:0.84,+33:20:59.9,-03:48:32.97,135.894492,28.6467
2021-02-04 12:16:48.324,2021-02-04 12:17:18.324,+16:50:16.08,+40:32:59.9,-03:22:2.49,136.424349,35.330388
2021-02-04 12:17:28.777,2021-02-04 12:17:58.777,+16:15:48.24,+40:32:59.9,-02:46:56.07,139.028187,43.4731
2021-02-04 12:18:09.287,2021-02-04 12:18:39.287,+16:15:17.64,+47:44:59.9,-02:45:38.2,137.066019,42.760693
2021-02-04 12:18:49.734,2021-02-04 12:19:19.734,+16:26:48.12,+54:56:59.9,-02:56:19.45,134.67806,34.984639
2021-02-04 12:19:31.205,2021-02-04 12:20:01.205,+17:11:11.76,+54:56:59.9,-03:39:58.19,130.296292,22.958284
2021-02-04 12:20:11.715,2021-02-04 12:20:41.715,+17:33:29.52,+47:44:59.9,-04:01:44.19,131.104909,22.251794
2021-02-04 12:20:58.179,2021-02-04 12:21:28.179,+19:06:39.96,+62:08:59.9,-05:33:46.09,117.665154,-15.292107
2021-02-04 12:21:42.321,2021-02-04 12:22:12.321,+19:08:8.52,+40:32:59.9,-05:34:59.23,124.000322,-4.72489
2021-02-04 12:22:23.041,2021-02-04 12:22:53.041,+18:50:15,+33:20:59.9,-05:16:29.75,124.657072,1.211659
2021-02-04 12:23:04.818,2021-02-04 12:23:34.818,+18:17:32.28,+18:56:59.9,-04:43:14.51,124.29587,11.284817
2021-02-04 12:23:45.407,2021-02-04 12:26:09.407,+17:42:2.88,+08:08:59.9,-04:07:9.71,124.518048,25.911716
2021-02-04 12:26:19.858,2021-02-04 12:26:49.858,+17:19:23.52,+18:56:59.9,-03:41:50.63,132.766435,32.110939
2021-02-04 12:27:00.493,2021-02-04 12:27:30.493,+17:03:22.68,+26:08:59.9,-03:25:4.9,138.65133,35.039337
2021-02-04 12:27:40.942,2021-02-04 12:28:10.942,+16:44:35.88,+33:20:59.9,-03:05:33.93,141.569684,42.834666
2021-02-04 12:28:21.395,2021-02-04 12:28:51.395,+16:13:11.28,+33:20:59.9,-02:33:29.38,143.537233,49.304529
2021-02-04 12:29:02.364,2021-02-04 12:29:32.364,+16:33:27,+26:08:59.9,-02:53:7.58,140.427862,41.910232
2021-02-04 12:29:42.813,2021-02-04 12:30:12.813,+16:50:18.96,+18:56:59.9,-03:09:22.92,140.135594,39.877855
2021-02-04 12:30:23.535,2021-02-04 12:30:53.535,+16:33:27,+26:08:59.9,-02:51:46.35,140.55164,41.672184
2021-02-04 12:34:12.657,2021-02-04 12:34:42.657,+13:18:8.64,-24:14:59.9,+00:27:3.57,136.909566,87.59788
2021-02-04 12:35:47.982,2021-02-04 12:36:17.982,+16:00:34.2,+04:32:59.9,-02:13:39.7,136.228346,60.907151
2021-02-04 12:36:28.426,2021-02-04 12:36:58.426,+16:27:56.16,+04:32:59.9,-02:40:20.24,134.806776,54.733051
2021-02-04 12:37:08.967,2021-02-04 12:37:38.967,+16:12:6.12,+11:44:59.9,-02:23:47.06,141.508216,56.966572
2021-02-04 12:37:49.415,2021-02-04 12:38:19.415,+15:52:9.84,+18:56:59.9,-02:03:6.79,142.472916,57.587978
2021-02-04 12:38:29.864,2021-02-04 12:38:59.864,+16:12:6.12,+11:44:59.9,-02:22:25.84,142.384689,55.851573
2021-02-04 12:39:10.309,2021-02-04 12:39:40.309,+15:52:9.84,+18:56:59.9,-02:01:45.63,142.541295,56.981026
2021-02-04 12:39:50.832,2021-02-04 12:40:20.832,+16:21:14.4,+18:56:59.9,-02:30:9.3,140.571975,50.708921
2021-02-04 12:40:31.494,2021-02-04 12:41:01.494,+16:40:0.12,+11:44:59.9,-02:48:17.07,134.943302,49.143713
2021-02-04 12:41:11.944,2021-02-04 12:41:41.944,+16:21:14.4,+18:56:59.9,-02:28:48.05,140.915775,51.236595
2021-02-04 12:41:52.392,2021-02-04 12:42:22.392,+16:40:0.12,+11:44:59.9,-02:46:55.86,134.290852,49.388095
2021-02-04 12:42:32.846,2021-02-04 12:43:02.846,+16:50:18.96,+18:56:59.9,-02:56:30.85,137.655902,45.32892
2021-02-04 12:43:13.380,2021-02-04 12:43:43.380,+16:33:27,+26:08:59.9,-02:38:54.24,137.901572,47.086796
2021-02-04 12:43:53.828,2021-02-04 12:44:23.828,+16:50:18.96,+18:56:59.9,-02:55:9.58,137.35929,46.157183
2021-02-04 12:44:34.274,2021-02-04 12:45:04.274,+16:33:27,+26:08:59.9,-02:37:33.03,138.735877,47.339036
2021-02-04 12:45:14.728,2021-02-04 12:45:44.728,+17:03:22.68,+26:08:59.9,-03:06:47.9,139.582903,40.556503
2021-02-04 12:45:55.286,2021-02-04 12:46:25.286,+16:44:35.88,+33:20:59.9,-02:47:16,139.445497,47.148173
2021-02-04 12:46:35.932,2021-02-04 12:47:05.932,+17:16:0.84,+33:20:59.9,-03:17:59.95,137.643854,40.299661
2021-02-04 12:47:16.382,2021-02-04 12:47:46.382,+16:50:16.08,+40:32:59.9,-02:51:29.46,137.326414,45.137542
2021-02-04 12:48:00.991,2021-02-04 12:48:30.991,+15:36:11.52,+47:44:59.9,-01:36:39.26,137.166211,57.682497
2021-02-04 12:48:43.164,2021-02-04 12:49:13.164,+16:26:48.12,+54:56:59.9,-02:26:20.57,129.37508,42.532683
2021-02-04 12:49:25.328,2021-02-04 12:49:55.328,+15:36:11.52,+47:44:59.9,-01:35:14.01,135.323963,56.599478
2021-02-04 12:50:07.456,2021-02-04 12:50:37.456,+16:26:39.84,+62:08:59.9,-02:24:35.93,119.550227,42.22132
2021-02-04 12:50:48.963,2021-02-04 12:51:18.963,+17:11:11.76,+54:56:59.9,-03:08:36.12,123.350321,32.682762
2021-02-04 12:51:29.432,2021-02-04 12:51:59.432,+17:19:59.88,+62:08:59.9,-03:16:29.65,118.822963,29.317165
2021-02-04 12:52:09.884,2021-02-04 12:52:39.884,+17:42:51.48,+69:20:59.9,-03:38:18.55,107.349417,19.604415
2021-02-04 12:52:50.583,2021-02-04 12:53:20.583,+17:19:59.88,+62:08:59.9,-03:15:8.4,118.799676,31.326575
2021-02-04 12:53:31.338,2021-02-04 12:54:01.338,+17:42:51.48,+69:20:59.9,-03:36:56.37,107.330211,20.295501
2021-02-04 12:54:12.330,2021-02-04 12:54:42.330,+18:23:60,+76:32:59.9,-04:16:39.58,92.570378,0.15508
2021-02-04 12:54:54.164,2021-02-04 12:55:24.164,+19:06:39.96,+62:08:59.9,-04:59:44.6,113.255741,-3.480692
2021-02-04 12:55:41.502,2021-02-04 12:56:11.502,+17:24:44.28,+40:32:59.9,-03:17:30.2,129.516045,35.4653
2021-02-04 12:56:22.068,2021-02-04 12:56:52.068,+16:50:16.08,+40:32:59.9,-02:42:22,133.998158,43.221175
2021-02-04 12:57:02.721,2021-02-04 12:57:32.721,+17:16:0.84,+33:20:59.9,-03:07:31.27,134.960932,40.289013
2021-02-04 12:57:43.414,2021-02-04 12:58:13.414,+16:44:35.88,+33:20:59.9,-02:35:26,137.888202,47.211529
2021-02-04 12:58:24.749,2021-02-04 12:58:54.749,+16:03:31.32,+26:08:59.9,-01:53:46.04,138.196184,50.479748
2021-02-04 12:59:05.322,2021-02-04 12:59:35.322,+15:41:46.32,+33:20:59.9,-01:31:16.87,141.93309,55.813107
2021-02-04 13:00:28.246,2021-02-04 13:00:58.246,+16:03:31.32,+26:08:59.9,-01:51:41.68,138.593077,48.415484
2021-02-04 13:01:08.873,2021-02-04 13:01:38.873,+16:13:11.28,+33:20:59.9,-02:00:37.01,139.361675,49.785954
2021-02-04 13:01:49.376,2021-02-04 13:02:19.376,+16:15:48.24,+40:32:59.9,-02:02:27.86,138.470223,48.258307
2021-02-04 13:02:29.825,2021-02-04 13:02:59.825,+16:13:11.28,+33:20:59.9,-01:59:15.8,139.109521,50.635708
2021-02-04 13:03:10.272,2021-02-04 13:03:40.272,+16:15:48.24,+40:32:59.9,-02:01:6.57,138.391818,48.634941
2021-02-04 13:03:50.917,2021-02-04 13:04:20.917,+16:15:17.64,+47:44:59.9,-01:59:49.76,135.198404,49.232946
2021-02-04 13:04:35.919,2021-02-04 13:05:05.919,+17:33:29.52,+47:44:59.9,-03:17:12.91,130.737302,31.788768
2021-02-04 13:05:16.522,2021-02-04 13:05:46.522,+17:59:12.48,+40:32:59.9,-03:42:21.38,130.77963,27.837453
2021-02-04 13:05:57.250,2021-02-04 13:06:27.250,+17:47:25.44,+33:20:59.9,-03:29:58.91,131.576666,32.15432
2021-02-04 13:06:37.948,2021-02-04 13:07:07.948,+17:33:18.36,+26:08:59.9,-03:15:16.54,134.728451,33.255997
2021-02-04 13:07:19.092,2021-02-04 13:07:49.092,+17:03:22.68,+26:08:59.9,-02:44:39.19,136.325209,40.071365
2021-02-04 13:10:06.077,2021-02-04 13:10:36.077,+17:45:55.44,-09:51:0.1,-03:24:42.45,120.681315,44.973965
2021-02-04 13:10:46.759,2021-02-04 13:11:16.759,+18:00:57.6,-02:39:0.1,-03:39:0.93,120.85015,40.380009
2021-02-04 13:11:28.240,2021-02-04 13:11:58.240,+18:31:36.48,+11:44:59.9,-04:08:50.55,120.122114,29.73426
2021-02-04 13:12:08.692,2021-02-04 13:12:38.692,+18:46:36.84,+18:56:59.9,-04:23:7.04,117.789246,23.259095
2021-02-04 13:12:49.272,2021-02-04 13:13:19.272,+19:03:5.04,+26:08:59.9,-04:38:50.25,119.286026,16.463255
2021-02-04 13:13:29.904,2021-02-04 13:13:59.904,+19:33:0.72,+26:08:59.9,-05:08:6.33,116.712554,5.810938
2021-02-04 13:14:21.953,2021-02-04 13:14:51.953,+17:45:55.44,-09:51:0.1,-03:20:26.76,120.433748,44.211652
2021-02-04 13:15:02.602,2021-02-04 13:15:32.602,+18:00:57.6,-02:39:0.1,-03:34:44.25,119.423728,39.961707
