start_time,end_time,ra,dec,ha,ra_offset,dec_offset
2021-02-08 03:07:49.420,2021-02-08 03:08:19.420,+00:34:30.02,+18:57:0.1,+03:58:36.53,126.755658,42.53633
2021-02-08 03:08:29.871,2021-02-08 03:08:59.871,+00:33:56.93,+26:09:0.1,+03:59:49.27,128.59992,41.249267
2021-02-08 03:09:10.426,2021-02-08 03:09:40.426,+01:04:34.07,+33:21:0.1,+03:29:49.98,129.249753,51.554023
2021-02-08 03:09:50.930,2021-02-08 03:10:20.930,+01:35:42.14,+33:21:0.1,+02:59:19.51,129.742204,59.357597
2021-02-08 03:10:31.446,2021-02-08 03:11:01.446,+01:21:33.55,+40:33:0.1,+03:14:8.47,129.642403,54.871292
2021-02-08 03:11:11.901,2021-02-08 03:11:41.901,+00:47:36,+40:24:0.1,+03:48:49.78,126.870671,44.492949
2021-02-08 03:11:52.790,2021-02-08 03:12:22.790,+00:13:52.46,+40:33:0.1,+04:23:18.09,122.200069,33.283926
2021-02-08 03:12:33.434,2021-02-08 03:13:03.434,+00:08:51.1,+47:45:0.1,+04:29:1.08,121.867315,31.103319
2021-02-08 03:13:14.404,2021-02-08 03:13:44.404,+00:49:00,+47:45:0.1,+03:49:27.63,122.788384,45.398543
2021-02-08 03:13:55.373,2021-02-08 03:14:25.373,+01:29:8.92,+47:45:0.1,+03:09:54.45,123.080844,57.857704
2021-02-08 03:14:35.891,2021-02-08 03:15:05.891,+01:55:31.08,+40:33:0.1,+02:44:12.21,124.956232,62.763519
2021-02-08 03:15:17.134,2021-02-08 03:15:47.134,+02:37:58.37,+33:21:0.1,+02:02:26.58,136.99159,64.746592
2021-02-08 03:15:57.586,2021-02-08 03:16:27.586,+02:04:15.35,+26:09:0.1,+02:36:54.48,136.382015,53.360029
2021-02-08 03:16:38.368,2021-02-08 03:17:08.368,+02:01:29.89,+18:57:0.1,+02:40:23.26,134.284707,54.963934
2021-02-08 03:17:18.827,2021-02-08 03:17:48.827,+02:26:46.79,+11:45:0.1,+02:15:47.68,135.730452,61.421006
2021-02-08 03:17:59.285,2021-02-08 03:18:29.285,+02:13:7.82,+04:33:0.1,+02:30:10.08,131.394064,61.771246
2021-02-08 03:18:39.810,2021-02-08 03:19:09.810,+01:59:17.3,-02:38:59.9,+02:44:42.65,120.275825,62.098887
2021-02-08 03:19:22.609,2021-02-08 03:19:52.609,+02:55:31.15,-02:38:59.9,+01:49:11.8,124.204336,74.064525
2021-02-08 03:20:03.191,2021-02-08 03:20:33.191,+03:09:59,-09:50:59.9,+01:35:27.6,123.510627,78.260063
2021-02-08 03:20:43.636,2021-02-08 03:21:13.636,+03:24:48.13,-17:02:59.9,+01:21:21.58,121.621549,84.739287
2021-02-08 03:21:24.086,2021-02-08 03:21:54.086,+03:38:10.82,-09:50:59.9,+01:08:37.21,126.379267,82.586666
2021-02-08 03:22:04.737,2021-02-08 03:22:34.737,+03:53:7.8,-17:02:59.9,+00:54:23.6,124.829539,87.341535
2021-02-08 03:22:45.359,2021-02-08 03:23:15.359,+04:21:27.47,-17:02:59.9,+00:26:45.33,127.524111,89.467353
2021-02-08 03:23:25.923,2021-02-08 03:23:55.923,+04:06:22.64,-09:50:59.9,+00:42:26.9,128.41324,84.757078
2021-02-08 03:24:06.623,2021-02-08 03:24:36.623,+04:19:51.92,-02:38:59.9,+00:29:35.61,138.519795,79.760517
2021-02-08 03:24:47.073,2021-02-08 03:25:17.073,+04:34:34.43,-09:50:60,+00:15:36.45,136.545177,82.390858
2021-02-08 03:25:27.520,2021-02-08 03:25:57.520,+04:47:58.85,-02:38:60,+00:02:49.82,136.71622,77.908788
2021-02-08 03:26:08.239,2021-02-08 03:26:38.239,+05:01:23.48,+04:32:60,-00:09:57.12,146.395614,71.956954
2021-02-08 03:26:49.918,2021-02-08 03:27:19.918,+05:02:46.25,-09:51:0.1,-00:10:32.05,144.12662,76.521636
2021-02-08 03:27:30.509,2021-02-08 03:28:00.509,+04:49:47.14,-17:03:00,+00:03:11.72,138.33636,85.558758
2021-02-08 03:28:11.068,2021-02-08 03:28:41.068,+05:18:6.8,-17:03:0.1,-00:24:26.7,132.402351,86.767074
2021-02-08 03:29:00.152,2021-02-08 03:29:30.152,+03:23:38.08,-02:38:59.9,+01:30:44.39,144.140922,74.284473
2021-02-08 03:29:41.572,2021-02-08 03:30:11.572,+02:41:10.43,+04:33:0.1,+02:13:51,143.0557,66.258678
2021-02-08 03:30:22.178,2021-02-08 03:30:52.178,+02:27:24.23,-02:38:59.9,+02:28:20.5,134.49605,67.086692
2021-02-08 03:33:18.533,2021-02-08 03:33:48.533,+04:01:13.19,-24:14:59.9,+00:57:37.59,136.430792,90.145027
2021-02-08 03:33:59.292,2021-02-08 03:34:29.292,+03:31:38.86,-24:14:59.9,+01:27:52.35,135.229216,86.04166
2021-02-08 03:34:40.966,2021-02-08 03:35:10.966,+03:38:10.82,-09:50:59.9,+01:21:55.37,140.989165,83.166877
2021-02-08 03:35:21.414,2021-02-08 03:35:51.414,+03:51:45,-02:38:59.9,+01:08:59.43,148.579148,82.234781
2021-02-08 03:36:02.068,2021-02-08 03:36:32.068,+03:23:38.08,-02:38:59.9,+01:37:46.56,145.862633,78.280006
2021-02-08 03:36:42.569,2021-02-08 03:37:12.569,+03:37:15.67,+04:33:0.1,+01:24:47.17,149.33925,78.92938
2021-02-08 03:37:23.062,2021-02-08 03:37:53.062,+03:09:13.07,+04:33:0.1,+01:53:31.24,147.502357,74.169015
2021-02-08 03:38:47.481,2021-02-08 03:39:17.481,+02:41:10.43,+04:33:0.1,+02:22:58.42,140.586144,70.201186
2021-02-08 03:39:27.932,2021-02-08 03:39:57.932,+02:54:42.98,+11:45:0.1,+02:10:3.4,143.665852,70.594171
2021-02-08 03:40:08.377,2021-02-08 03:40:38.377,+02:30:29.84,+18:57:0.1,+02:34:55.97,144.860055,63.436969
2021-02-08 03:40:54.227,2021-02-08 03:41:24.227,+01:04:3.07,+26:09:0.1,+04:02:11.45,132.778362,39.980441
2021-02-08 03:41:45.123,2021-02-08 03:42:15.123,+00:26:40,+62:09:0.1,+04:40:24.53,127.664182,25.705632
2021-02-08 03:42:25.764,2021-02-08 03:42:55.764,+00:34:17.14,+69:21:0.1,+04:33:23.13,122.39459,27.587337
2021-02-08 03:43:06.418,2021-02-08 03:43:36.418,+00:47:60,+76:33:0.1,+04:20:9.03,117.303959,31.281829
2021-02-08 03:43:46.872,2021-02-08 03:44:16.872,+00:40:00,+87:24:0.1,+04:27:38.49,129.568195,23.461766
2021-02-08 03:44:35.270,2021-02-08 03:45:05.270,+02:34:54.16,+54:57:0.1,+02:34:40.56,123.205395,65.124285
2021-02-08 03:45:17.903,2021-02-08 03:45:47.903,+03:29:35.63,+47:45:0.1,+01:40:41.2,129.068746,72.960055
2021-02-08 03:45:58.353,2021-02-08 03:46:28.353,+03:38:5.68,+40:33:0.1,+01:32:57.05,131.120152,70.355309
2021-02-08 03:46:38.821,2021-02-08 03:47:08.821,+03:03:54.14,+40:33:0.1,+02:07:51.22,132.953812,63.723487
2021-02-08 03:47:19.288,2021-02-08 03:47:49.288,+03:40:14.59,+33:21:0.1,+01:32:13.78,134.927969,67.632231
2021-02-08 03:47:59.865,2021-02-08 03:48:29.865,+03:09:6.48,+33:21:0.1,+02:04:3.79,136.504928,61.205594
2021-02-08 03:48:40.361,2021-02-08 03:49:10.361,+02:34:21.5,+26:09:0.1,+02:39:35.02,134.837462,50.007862
2021-02-08 03:49:20.934,2021-02-08 03:49:50.934,+03:04:27.66,+26:09:0.1,+02:10:7.46,137.031583,56.189718
2021-02-08 03:50:01.416,2021-02-08 03:50:31.416,+03:34:33.78,+26:09:0.1,+01:40:41.13,138.52717,60.542184
2021-02-08 03:50:41.980,2021-02-08 03:51:11.980,+04:04:39.94,+26:09:0.1,+01:11:13.85,142.521758,63.315732
2021-02-08 03:51:22.633,2021-02-08 03:51:52.633,+03:28:29.75,+18:57:0.1,+01:48:9.87,140.653835,59.880963
2021-02-08 03:52:03.264,2021-02-08 03:52:33.264,+03:57:29.73,+18:57:0.1,+01:19:50.14,143.006901,64.729709
2021-02-08 03:52:43.796,2021-02-08 03:53:13.796,+03:50:35.41,+11:45:0.1,+01:27:27.93,142.964923,65.129607
2021-02-08 03:53:25.468,2021-02-08 03:53:55.468,+04:34:46.09,+26:09:0.1,+00:43:51.21,145.631491,64.516363
2021-02-08 03:54:06.274,2021-02-08 03:54:36.274,+04:26:29.69,+18:57:0.1,+00:52:52.76,147.60531,65.567404
2021-02-08 03:54:46.779,2021-02-08 03:55:16.779,+04:18:31.64,+11:45:0.1,+01:01:34.52,148.270624,66.78123
2021-02-08 03:55:27.436,2021-02-08 03:55:57.436,+04:33:20.88,+04:33:0.1,+00:47:29.49,146.630464,69.866564
2021-02-08 03:56:07.880,2021-02-08 03:56:37.880,+04:46:27.88,+11:45:0.1,+00:34:59.08,148.659541,68.097731
2021-02-08 03:56:48.808,2021-02-08 03:57:18.808,+04:55:29.64,+18:57:0.1,+00:26:34.74,151.298704,65.5707
2021-02-08 03:57:29.254,2021-02-08 03:57:59.254,+05:14:24.11,+11:45:00,+00:08:24.74,147.35384,68.386574
2021-02-08 03:58:13.396,2021-02-08 03:58:43.396,+05:02:46.25,-09:51:00,+00:20:57.15,144.546809,75.815565
2021-02-08 03:58:53.933,2021-02-08 03:59:23.933,+04:49:47.14,-17:02:59.9,+00:34:39.87,137.058746,85.31558
2021-02-08 03:59:34.433,2021-02-08 04:00:04.433,+04:34:34.43,-09:50:59.9,+00:50:30.15,137.721314,81.216812
2021-02-08 04:00:14.983,2021-02-08 04:00:44.983,+04:21:27.47,-17:02:59.9,+01:04:20.56,133.112009,84.393528
2021-02-08 04:03:41.705,2021-02-08 04:04:11.705,+04:34:34.43,-09:50:59.9,+00:54:37.85,145.086565,84.181028
2021-02-08 04:04:22.155,2021-02-08 04:04:52.155,+04:49:47.14,-17:02:59.9,+00:40:9.76,143.839945,88.171604
2021-02-08 04:05:02.755,2021-02-08 04:05:32.755,+05:02:46.25,-09:50:59.9,+00:27:47.25,149.603635,85.435147
2021-02-08 04:05:43.224,2021-02-08 04:06:13.224,+05:16:5.77,-02:38:60,+00:15:5.44,154.721181,83.349549
2021-02-08 04:06:23.670,2021-02-08 04:06:53.670,+05:29:26.12,+04:33:00,+00:02:21.62,162.30495,77.199731
2021-02-08 04:07:04.118,2021-02-08 04:07:34.118,+05:01:23.48,+04:33:0.1,+00:31:5.56,166.094163,75.961721
2021-02-08 04:07:44.858,2021-02-08 04:08:14.858,+04:33:20.88,+04:33:0.1,+00:59:48.46,166.755622,74.717349
2021-02-08 04:08:25.714,2021-02-08 04:08:55.714,+04:46:27.88,+11:45:0.1,+00:47:19.1,169.198897,68.109266
2021-02-08 04:09:06.162,2021-02-08 04:09:36.162,+04:18:31.64,+11:45:0.1,+01:15:56.83,169.114331,64.908009
2021-02-08 04:09:46.688,2021-02-08 04:10:16.688,+04:26:29.69,+18:57:0.1,+01:08:35.4,168.923208,63.828094
2021-02-08 04:10:27.334,2021-02-08 04:10:57.334,+03:50:35.41,+11:45:0.1,+01:45:14.84,163.545426,61.528589
2021-02-08 04:11:07.784,2021-02-08 04:11:37.784,+03:57:29.74,+18:57:0.1,+01:38:57.3,165.011849,60.644649
2021-02-08 04:12:28.947,2021-02-08 04:12:58.947,+04:04:39.94,+26:09:0.1,+01:33:4.45,164.753179,59.337373
2021-02-08 04:13:09.630,2021-02-08 04:13:39.630,+04:42:30.82,+33:21:0.1,+00:55:49.11,160.234248,67.384813
2021-02-08 04:13:50.076,2021-02-08 04:14:20.076,+04:11:22.7,+33:21:0.1,+01:27:39.53,158.894458,64.441315
2021-02-08 04:14:30.528,2021-02-08 04:15:00.528,+03:40:14.59,+33:21:0.1,+01:59:29.22,157.382816,59.609097
2021-02-08 04:15:11.191,2021-02-08 04:15:41.191,+03:09:6.48,+33:21:0.1,+02:31:20.19,154.79736,53.493106
2021-02-08 04:15:51.739,2021-02-08 04:16:21.739,+03:03:54.14,+40:33:0.1,+02:37:9.05,148.09093,55.02449
2021-02-08 04:16:32.205,2021-02-08 04:17:02.205,+03:38:5.68,+40:33:0.1,+02:03:36.14,145.053616,62.775893
2021-02-08 04:17:12.801,2021-02-08 04:17:42.801,+04:12:17.21,+40:33:0.1,+01:30:2.58,143.634273,68.245125
2021-02-08 04:17:53.249,2021-02-08 04:18:23.249,+04:46:28.74,+40:33:0.1,+00:56:30.61,143.117464,71.636799
2021-02-08 04:18:34.137,2021-02-08 04:19:04.137,+04:09:44.5,+47:45:0.1,+01:33:51.53,142.627212,68.791717
2021-02-08 04:19:14.585,2021-02-08 04:19:44.585,+04:00:27.97,+54:57:0.1,+01:43:40.91,139.532692,65.564625
2021-02-08 04:19:55.928,2021-02-08 04:20:25.928,+03:17:15.79,+54:57:0.1,+02:27:39.03,136.29042,59.297875
2021-02-08 04:20:36.379,2021-02-08 04:21:06.379,+03:29:35.63,+47:45:0.1,+02:16:6.02,135.958314,64.463782
2021-02-08 04:21:19.030,2021-02-08 04:21:49.030,+02:34:54.16,+54:57:0.1,+03:11:29.55,129.026115,50.782867
2021-02-08 04:22:08.310,2021-02-08 04:22:38.310,+00:34:17.14,+69:21:0.1,+05:13:12.59,109.330668,6.52798
2021-02-08 04:22:48.930,2021-02-08 04:23:18.930,+00:26:40,+62:09:0.1,+05:21:34.23,110.258457,3.673538
2021-02-08 04:25:05.136,2021-02-08 04:25:35.136,+02:34:21.5,+26:09:0.1,+03:16:6.02,115.506124,47.93349
2021-02-08 04:25:45.842,2021-02-08 04:26:15.842,+03:04:27.66,+26:09:0.1,+02:46:38.39,119.594008,54.921525
2021-02-08 04:26:26.540,2021-02-08 04:26:56.540,+03:34:33.78,+26:09:0.1,+02:17:12.03,127.833208,59.251018
2021-02-08 04:27:07.059,2021-02-08 04:27:37.059,+03:28:29.75,+18:57:0.1,+02:24:0.73,128.981505,59.389053
2021-02-08 04:30:33.298,2021-02-08 04:31:03.298,+03:37:15.67,+04:33:0.1,+02:18:47.09,118.865863,66.217606
2021-02-08 04:32:00.963,2021-02-08 04:32:30.963,+05:00:21.85,-24:14:59.9,+00:57:21.47,114.62907,87.327079
2021-02-08 04:32:41.409,2021-02-08 04:33:11.409,+05:18:6.8,-17:02:59.9,+00:40:13.82,118.510001,87.20298
2021-02-08 04:33:22.486,2021-02-08 04:33:52.486,+05:59:9.85,-09:51:00,-00:00:11.74,123.073846,84.238603
2021-02-08 04:34:03.074,2021-02-08 04:34:33.074,+05:44:12.7,-02:38:59.9,+00:15:23.03,130.487229,80.09223
2021-02-08 04:34:43.556,2021-02-08 04:35:13.556,+05:57:28.73,+04:33:00,+00:02:43.53,142.472339,70.716697
2021-02-08 04:35:24.302,2021-02-08 04:35:54.302,+06:10:16.54,+11:44:60,-00:09:26.81,149.796008,65.613463
2021-02-08 04:36:05.984,2021-02-08 04:36:35.984,+06:04:59.27,+26:09:00,-00:03:36.38,153.752607,61.367401
2021-02-08 04:36:47.660,2021-02-08 04:37:17.660,+05:42:20.3,+11:45:00,+00:19:52.79,156.238681,66.048977
2021-02-08 04:37:28.152,2021-02-08 04:37:58.152,+05:14:24.11,+11:45:0.1,+00:48:30.33,155.637434,64.789063
2021-02-08 04:38:08.851,2021-02-08 04:38:38.851,+05:24:29.59,+18:57:0.1,+00:39:1.11,155.374594,63.0919
2021-02-08 04:38:49.410,2021-02-08 04:39:19.410,+04:55:29.64,+18:57:0.1,+01:08:42.58,157.824611,61.775801
2021-02-08 04:39:29.869,2021-02-08 04:39:59.869,+05:04:52.21,+26:09:0.1,+00:59:55.93,157.863508,60.988007
2021-02-08 04:40:10.827,2021-02-08 04:40:40.827,+05:44:55.36,+33:20:60,+00:20:28.62,154.557501,66.692821
2021-02-08 04:40:51.290,2021-02-08 04:41:21.290,+05:13:38.93,+33:21:0.1,+00:52:26.71,152.742884,65.404631
2021-02-08 04:41:34.110,2021-02-08 04:42:04.110,+05:20:55.54,+40:33:0.1,+00:45:47.58,148.23646,68.815992
2021-02-08 04:42:14.686,2021-02-08 04:42:44.686,+05:55:23.56,+40:33:0.1,+00:11:59.13,147.118962,69.950834
2021-02-08 04:43:03.631,2021-02-08 04:43:33.631,+05:35:60,+76:33:0.1,+00:30:37.57,122.207473,75.3599
2021-02-08 04:44:09.800,2021-02-08 04:44:39.800,+00:48:00,+76:33:0.1,+05:21:22.11,107.74163,-1.597322
2021-02-08 04:44:50.245,2021-02-08 04:45:20.245,+00:40:00,+87:24:0.1,+05:28:52.55,118.879169,-11.393037
2021-02-08 04:46:03.845,2021-02-08 04:46:33.845,+06:47:44.92,+33:20:59.9,-00:36:26.85,148.841208,61.712907
2021-02-08 04:46:45.517,2021-02-08 04:47:15.517,+07:04:50.48,+26:08:59.9,-00:52:45.51,146.722232,57.440469
2021-02-08 04:47:25.994,2021-02-08 04:47:55.994,+07:19:10.2,+18:56:59.9,-01:06:20.97,145.675495,57.585592
2021-02-08 04:48:06.784,2021-02-08 04:48:36.784,+06:50:57.44,+18:56:59.9,-00:37:27.29,148.15608,59.540554
2021-02-08 04:48:47.474,2021-02-08 04:49:17.474,+06:38:29.65,+11:44:59.9,-00:24:14.78,147.898298,61.931901
2021-02-08 04:49:28.270,2021-02-08 04:49:58.270,+06:25:31.33,+04:32:59.9,-00:10:31.75,147.43304,64.972019
2021-02-08 04:50:08.853,2021-02-08 04:50:38.853,+06:12:19.62,-02:39:00,+00:03:23.62,144.797615,66.855174
2021-02-08 04:50:49.337,2021-02-08 04:51:19.337,+06:27:21.64,-09:51:0.1,-00:10:53.87,140.996547,71.282654
2021-02-08 04:51:31.042,2021-02-08 04:52:01.042,+06:58:39.22,-24:15:0.1,-00:41:23.13,130.100586,83.840274
2021-02-08 04:52:52.255,2021-02-08 04:53:22.255,+06:29:4.88,-24:14:60,-00:10:26.18,130.780391,86.016085
2021-02-08 04:54:13.158,2021-02-08 04:54:43.158,+05:59:30.55,-24:14:59.9,+00:20:29.54,135.23972,87.223597
2021-02-08 04:55:34.304,2021-02-08 04:56:04.304,+05:29:56.18,-24:14:59.9,+00:51:25.18,133.646667,85.196124
2021-02-08 05:01:03.291,2021-02-08 05:01:33.291,+02:29:42.61,+40:33:0.1,+03:56:42.93,135.912963,38.945652
2021-02-08 05:04:26.297,2021-02-08 05:04:56.297,+07:28:13.55,-24:15:0.1,-00:58:0.01,143.194995,85.0188
2021-02-08 05:05:15.239,2021-02-08 05:05:45.239,+07:06:59.69,+11:44:60,-00:36:13.99,163.905723,68.465399
2021-02-08 05:05:56.922,2021-02-08 05:06:26.922,+06:34:54.88,+26:09:00,-00:03:36.02,170.886655,61.235156
2021-02-08 05:06:41.954,2021-02-08 05:07:11.954,+05:53:29.54,+18:57:0.1,+00:38:38.61,170.897055,63.950403
2021-02-08 05:07:23.435,2021-02-08 05:07:53.435,+05:34:58.37,+26:09:0.1,+00:57:47.98,172.837644,60.751627
2021-02-08 05:08:04.557,2021-02-08 05:08:34.557,+06:16:20.14,+33:21:00,+00:17:2.27,166.088778,66.564972
2021-02-08 05:08:58.282,2021-02-08 05:09:28.282,+06:29:51.61,+40:33:00,+00:04:19.42,163.057268,68.35327
2021-02-08 05:09:58.242,2021-02-08 05:10:28.242,+07:19:9.73,+33:20:59.9,-00:43:52.18,163.594785,63.736417
2021-02-08 05:12:51.377,2021-02-08 05:13:21.377,+02:06:50.26,+33:21:0.1,+04:31:30.16,128.843259,30.6507
2021-02-08 05:13:43.757,2021-02-08 05:14:13.757,+04:38:47.44,+29:45:0.1,+02:00:18.83,147.659491,60.011065
2021-02-08 05:14:24.257,2021-02-08 05:14:54.257,+05:09:25.78,+29:45:0.1,+01:30:20.82,151.450782,62.474565
2021-02-08 05:15:04.881,2021-02-08 05:15:34.881,+05:40:4.08,+29:45:0.1,+01:00:22.11,154.840072,64.576089
2021-02-08 05:15:45.571,2021-02-08 05:16:15.571,+06:16:20.14,+33:21:00,+00:24:44.57,153.108856,67.293612
2021-02-08 05:16:29.920,2021-02-08 05:16:59.920,+05:04:52.21,+26:09:0.1,+01:37:2.08,155.667479,58.233961
2021-02-08 05:17:10.619,2021-02-08 05:17:40.619,+05:00:10.94,+22:33:0.1,+01:42:26.59,155.063981,57.911853
2021-02-08 05:17:51.093,2021-02-08 05:18:21.093,+05:29:43.98,+22:33:0.1,+01:13:34.23,156.778234,61.215764
2021-02-08 05:18:32.428,2021-02-08 05:19:02.428,+06:10:42.35,+29:45:0.1,+00:33:12.3,154.572328,63.190975
2021-02-08 05:19:12.876,2021-02-08 05:19:42.876,+05:59:17.05,+22:33:0.1,+00:45:22.14,156.576945,62.006773
2021-02-08 05:19:53.460,2021-02-08 05:20:23.460,+05:47:49.24,+15:21:0.1,+00:57:35.07,159.577947,62.662672
2021-02-08 05:20:34.128,2021-02-08 05:21:04.128,+05:42:20.3,+11:45:0.1,+01:03:46.99,160.254277,63.833847
2021-02-08 05:21:14.738,2021-02-08 05:21:44.738,+06:16:16.79,+15:21:0.1,+00:30:28.59,159.895909,62.565482
2021-02-08 05:21:55.421,2021-02-08 05:22:25.421,+06:28:32.95,+22:33:0.1,+00:18:49.59,161.287737,61.31509
2021-02-08 05:22:35.907,2021-02-08 05:23:05.907,+06:34:54.88,+26:09:0.1,+00:13:5.68,160.119026,60.08399
2021-02-08 05:23:16.358,2021-02-08 05:23:46.358,+06:41:20.65,+29:45:00,+00:07:18.83,159.58861,62.036972
2021-02-08 05:23:58.069,2021-02-08 05:24:28.069,+06:44:19.9,+15:20:60,+00:05:9.94,159.151329,62.665306
2021-02-08 05:24:38.515,2021-02-08 05:25:08.515,+06:50:57.44,+18:57:00,-00:00:49.33,161.466378,61.84532
2021-02-08 05:25:19.182,2021-02-08 05:25:49.182,+06:57:48.89,+22:32:60,-00:07:1.58,158.529155,60.581247
2021-02-08 05:25:59.656,2021-02-08 05:26:29.656,+07:12:22.97,+15:20:59.9,-00:20:51.63,157.194476,61.90437
2021-02-08 05:26:40.118,2021-02-08 05:27:10.118,+07:06:59.69,+11:44:60,-00:14:45.48,157.708387,63.923428
2021-02-08 05:27:20.660,2021-02-08 05:27:50.660,+06:59:59.32,+08:08:60,-00:07:3.3,159.317963,65.040319
2021-02-08 05:28:01.426,2021-02-08 05:28:31.426,+06:31:58.33,+08:09:0.1,+00:21:38.85,163.507498,64.824998
2021-02-08 05:28:42.094,2021-02-08 05:29:12.094,+06:40:26.54,-02:38:60,+00:13:56.88,155.305459,68.558393
2021-02-08 05:29:26.497,2021-02-08 05:29:56.497,+07:19:10.2,+18:56:59.9,-00:24:13.11,160.616278,61.697979
2021-02-08 05:30:07.122,2021-02-08 05:30:37.122,+07:36:5.72,+11:44:59.9,-00:40:23.72,156.033795,63.437215
2021-02-08 05:32:27.118,2021-02-08 05:32:57.118,+08:07:46.34,-17:03:0.1,-01:09:31.56,149.059506,81.310142
2021-02-08 05:33:11.748,2021-02-08 05:33:41.748,+06:53:13.67,+04:33:0.1,+00:05:36.05,168.272168,75.096622
2021-02-08 05:33:52.197,2021-02-08 05:34:22.197,+07:20:35.66,+04:32:59.9,-00:21:4.83,167.168709,72.734526
2021-02-08 05:34:32.861,2021-02-08 05:35:02.861,+07:37:2.39,-02:39:0.1,-00:36:48.23,165.531201,73.117098
2021-02-08 05:35:22.302,2021-02-08 05:35:52.302,+09:03:23.8,+11:44:59.9,-02:02:24.86,163.449328,56.989965
2021-02-08 05:36:02.928,2021-02-08 05:36:32.928,+08:43:48.47,+18:56:59.9,-01:42:12.56,167.396385,57.482939
2021-02-08 05:36:43.381,2021-02-08 05:37:13.381,+08:34:37.31,+26:08:59.9,-01:32:23.87,169.762578,56.173538
2021-02-08 05:37:23.836,2021-02-08 05:37:53.836,+08:21:59.29,+33:20:59.9,-01:19:10.1,169.903486,61.590589
2021-02-08 05:38:44.792,2021-02-08 05:39:14.792,+08:13:15.71,+40:32:59.9,-01:09:10.38,170.034988,60.876869
