start_time,end_time,ra,dec,ha,ra_offset,dec_offset
2021-02-09 03:39:45.027,2021-02-09 03:40:15.027,+02:13:7.82,+04:33:0.1,+02:55:55.19,127.614795,61.625023
2021-02-09 03:40:25.725,2021-02-09 03:40:55.725,+02:26:46.79,+11:45:0.1,+02:42:55.01,130.224996,63.690722
2021-02-09 03:41:06.330,2021-02-09 03:41:36.330,+01:58:50.56,+11:45:0.1,+03:11:33.11,127.825043,55.945308
2021-02-09 03:41:47.064,2021-02-09 03:42:17.064,+02:01:29.89,+18:57:0.1,+03:09:31.95,130.770905,54.722905
2021-02-09 03:42:27.513,2021-02-09 03:42:57.513,+02:04:15.35,+26:09:0.1,+03:07:25.38,131.047357,54.201709
2021-02-09 03:43:08.119,2021-02-09 03:43:38.119,+01:34:9.23,+26:09:0.1,+03:38:14.34,130.145636,45.501599
2021-02-09 03:43:48.815,2021-02-09 03:44:18.815,+01:32:29.94,+18:57:0.1,+03:40:35.43,126.59537,46.751653
2021-02-09 03:46:31.117,2021-02-09 03:47:01.117,+00:34:30.02,+18:57:0.1,+04:41:21.47,113.138766,26.888182
2021-02-09 03:47:12.792,2021-02-09 03:47:42.792,+01:04:34.07,+33:21:0.1,+04:11:54.8,118.658323,38.333379
2021-02-09 03:47:53.440,2021-02-09 03:48:23.440,+00:33:25.95,+33:21:0.1,+04:43:46.67,116.078203,27.779192
2021-02-09 03:48:34.345,2021-02-09 03:49:04.345,+00:47:36,+40:24:0.1,+04:30:15.51,117.79019,31.545662
2021-02-09 03:49:15.063,2021-02-09 03:49:45.063,+00:49:00,+47:45:0.1,+04:29:31.14,118.865966,31.970308
2021-02-09 03:49:55.745,2021-02-09 03:50:25.745,+00:27:49.17,+54:57:0.1,+04:51:24.21,117.092599,20.621122
2021-02-09 03:50:39.096,2021-02-09 03:51:09.096,+01:29:8.92,+47:45:0.1,+03:50:41.05,119.133163,46.028094
2021-02-09 03:51:19.543,2021-02-09 03:51:49.543,+01:21:33.55,+40:33:0.1,+03:58:59.77,119.259654,41.428213
2021-02-09 03:51:59.992,2021-02-09 03:52:29.992,+01:55:31.08,+40:33:0.1,+03:25:38.96,121.485499,51.99798
2021-02-09 03:52:40.442,2021-02-09 03:53:10.442,+02:09:17.78,+47:45:0.1,+03:12:28.44,121.960945,56.908548
2021-02-09 03:53:20.943,2021-02-09 03:53:50.943,+01:52:32.48,+54:57:0.1,+03:29:51.78,121.951499,49.542891
2021-02-09 03:54:10.949,2021-02-09 03:54:40.949,+03:59:60,+69:21:0.1,+01:22:27.5,118.393854,75.079776
2021-02-09 03:54:56.819,2021-02-09 03:55:26.819,+05:27:24.84,+47:44:60,-00:03:37.87,135.895735,69.6611
2021-02-09 03:55:37.269,2021-02-09 03:56:07.269,+05:28:12.58,+54:57:00,-00:03:53.64,133.941008,63.694661
2021-02-09 03:56:18.179,2021-02-09 03:56:48.179,+04:49:0.91,+47:45:0.1,+00:36:9.71,136.496446,67.175924
2021-02-09 03:57:06.070,2021-02-09 03:57:36.070,+03:03:54.14,+40:33:0.1,+02:22:17.59,139.140372,53.723283
2021-02-09 03:57:46.515,2021-02-09 03:58:16.515,+02:29:42.61,+40:33:0.1,+02:57:12.12,136.892717,46.224341
2021-02-09 03:58:26.961,2021-02-09 03:58:56.961,+02:37:58.37,+33:21:0.1,+02:49:39.18,136.422766,47.572125
2021-02-09 03:59:07.432,2021-02-09 03:59:37.432,+03:09:6.48,+33:21:0.1,+02:19:10.17,140.398512,54.244347
2021-02-09 03:59:47.888,2021-02-09 04:00:17.888,+03:40:14.59,+33:21:0.1,+01:48:40.37,141.453252,59.995259
2021-02-09 04:00:28.393,2021-02-09 04:00:58.393,+03:34:33.78,+26:09:0.1,+01:55:6.3,142.156634,54.994458
2021-02-09 04:01:21.396,2021-02-09 04:01:51.396,+03:53:7.8,-17:02:59.9,+01:37:43.62,124.175536,79.333203
2021-02-09 04:02:01.840,2021-02-09 04:02:31.840,+04:06:22.64,-09:50:59.9,+01:25:5.8,127.063546,78.727048
2021-02-09 04:02:43.517,2021-02-09 04:03:13.517,+04:05:18.28,+04:33:0.1,+01:26:46.18,134.844637,72.724816
2021-02-09 04:03:23.965,2021-02-09 04:03:53.965,+04:19:51.92,-02:38:59.9,+01:12:55.55,135.593151,75.503876
2021-02-09 04:04:04.411,2021-02-09 04:04:34.411,+04:05:18.28,+04:33:0.1,+01:28:7.31,136.882949,71.71615
2021-02-09 04:04:45.086,2021-02-09 04:05:15.086,+03:50:35.41,+11:45:0.1,+01:43:28.5,138.297841,67.217079
2021-02-09 04:05:25.535,2021-02-09 04:05:55.535,+03:28:29.75,+18:57:0.1,+02:06:11.68,139.167313,61.372898
2021-02-09 04:06:11.714,2021-02-09 04:06:41.714,+02:06:50.26,+33:21:0.1,+03:28:35.77,132.509161,45.115113
2021-02-09 04:06:53.511,2021-02-09 04:07:23.511,+02:49:26.69,+47:45:0.1,+02:46:30.24,130.580376,60.284929
2021-02-09 04:07:35.121,2021-02-09 04:08:05.121,+02:13:19.99,+62:09:0.1,+03:23:11.26,126.40326,50.344483
2021-02-09 04:08:16.799,2021-02-09 04:08:46.799,+02:49:26.69,+47:45:0.1,+02:47:53.44,128.253712,61.031841
2021-02-09 04:09:01.392,2021-02-09 04:09:31.392,+01:35:42.14,+33:21:0.1,+04:02:36.82,123.594221,36.244242
2021-02-09 04:09:43.084,2021-02-09 04:10:13.084,+01:03:29.99,+18:57:0.1,+04:35:35.92,106.826382,26.331834
2021-02-09 04:10:23.651,2021-02-09 04:10:53.651,+00:33:56.93,+26:09:0.1,+05:05:49.97,103.700003,13.284571
2021-02-09 04:11:05.330,2021-02-09 04:11:35.330,+00:13:52.46,+40:33:0.1,+05:26:37.41,103.45238,6.447567
2021-02-09 04:11:45.881,2021-02-09 04:12:15.881,+00:08:51.1,+47:45:0.1,+05:32:19.39,104.530709,4.081943
2021-02-09 04:12:29.226,2021-02-09 04:12:59.226,+01:10:10.81,+54:57:0.1,+04:31:32.69,108.76778,26.710781
2021-02-09 04:13:09.672,2021-02-09 04:13:39.672,+01:19:59.99,+62:09:0.1,+04:22:17.76,107.499496,32.092379
2021-02-09 04:13:50.237,2021-02-09 04:14:20.237,+01:42:51.44,+69:21:0.1,+03:59:53.49,107.189231,40.280834
2021-02-09 04:14:31.917,2021-02-09 04:15:01.917,+01:19:59.99,+83:45:0.1,+04:22:34.59,106.87983,33.368485
2021-02-09 04:15:15.450,2021-02-09 04:15:45.450,+02:23:60,+76:33:0.1,+03:19:33.24,106.744694,56.900763
2021-02-09 04:15:55.908,2021-02-09 04:16:25.908,+02:51:25.7,+69:21:0.1,+02:53:5.12,111.313653,61.191837
2021-02-09 04:16:36.357,2021-02-09 04:17:06.357,+03:06:40,+62:09:0.1,+02:38:43.7,115.827872,64.054943
2021-02-09 04:17:18.860,2021-02-09 04:17:48.860,+03:59:60,+62:09:0.1,+01:45:57.83,119.399722,72.604979
2021-02-09 04:18:00.541,2021-02-09 04:18:30.541,+03:59:60,+76:33:0.1,+01:45:43.97,116.832172,75.511989
2021-02-09 04:18:41.481,2021-02-09 04:19:11.481,+03:59:60,+83:45:0.1,+01:44:22.89,126.438965,85.612122
2021-02-09 04:19:25.630,2021-02-09 04:19:55.630,+04:53:20,+62:09:0.1,+00:54:39.73,119.093798,70.487291
2021-02-09 04:20:06.186,2021-02-09 04:20:36.186,+05:08:34.3,+69:21:0.1,+00:39:44.35,116.50634,72.433559
2021-02-09 04:20:53.104,2021-02-09 04:21:23.104,+06:40:0.01,+83:44:59.9,-00:53:59.42,120.505445,84.514269
2021-02-09 04:21:39.649,2021-02-09 04:22:09.649,+06:55:36.48,+54:56:59.9,-01:05:11.06,131.11784,56.476802
2021-02-09 04:22:20.118,2021-02-09 04:22:50.118,+06:42:48.71,+47:44:59.9,-00:51:33.43,136.244419,59.729566
2021-02-09 04:23:00.837,2021-02-09 04:23:30.837,+07:20:30.62,+47:44:59.9,-01:28:34.15,135.812014,54.556487
2021-02-09 04:23:47.641,2021-02-09 04:24:17.641,+08:47:60,+76:32:59.9,-02:56:17.58,120.917314,43.10409
2021-02-09 04:24:29.325,2021-02-09 04:24:59.325,+09:19:59.99,+62:08:59.9,-03:26:40.37,129.896556,29.040575
2021-02-09 04:25:09.933,2021-02-09 04:25:39.933,+09:42:51.44,+69:25:11.9,-03:49:0.53,127.384157,21.758382
2021-02-09 04:25:50.437,2021-02-09 04:26:20.437,+10:13:19.92,+62:08:59.9,-04:18:28.79,127.749587,12.709961
2021-02-09 04:26:32.141,2021-02-09 04:27:02.141,+09:51:18.32,+47:44:59.9,-03:55:37.05,135.974024,24.299713
2021-02-09 04:27:15.689,2021-02-09 04:27:45.689,+08:47:43.76,+40:32:59.9,-02:51:20.5,143.759044,40.79322
2021-02-09 04:27:59.769,2021-02-09 04:28:29.769,+07:38:47.69,+40:32:59.9,-01:41:44.09,151.731525,52.51351
2021-02-09 04:28:40.214,2021-02-09 04:29:10.214,+07:04:19.63,+40:32:59.9,-01:06:36.06,155.114538,58.004338
2021-02-09 04:29:20.669,2021-02-09 04:29:50.669,+07:38:47.69,+40:32:59.9,-01:40:22.8,151.721769,52.425002
2021-02-09 04:30:01.124,2021-02-09 04:30:31.124,+07:50:34.51,+33:20:59.9,-01:51:23.02,151.272317,53.26654
2021-02-09 04:31:10.382,2021-02-09 04:31:40.382,+04:44:30.62,+54:57:0.1,+01:15:29.3,150.634277,56.907343
2021-02-09 04:32:02.428,2021-02-09 04:32:32.428,+07:11:60,+76:32:59.9,-01:12:24.88,128.410751,65.730311
2021-02-09 04:32:43.342,2021-02-09 04:33:13.342,+07:25:42.85,+69:20:59.9,-01:24:43.25,130.481018,59.67449
2021-02-09 04:33:23.793,2021-02-09 04:33:53.793,+07:33:20.02,+62:08:59.9,-01:31:19.16,137.59281,53.74968
2021-02-09 04:34:04.465,2021-02-09 04:34:34.465,+06:55:36.48,+54:56:59.9,-00:52:44.05,145.82315,55.069385
2021-02-09 04:34:45.856,2021-02-09 04:35:15.856,+07:39:18.4,+54:56:59.9,-01:35:42.55,143.387946,49.061778
2021-02-09 04:35:26.310,2021-02-09 04:35:56.310,+07:58:12.54,+47:44:59.9,-01:53:46.01,146.843876,48.755862
2021-02-09 04:36:10.352,2021-02-09 04:36:40.352,+09:06:42.3,+54:56:59.9,-03:01:32.66,141.600178,29.062201
2021-02-09 04:36:51.064,2021-02-09 04:37:21.064,+09:13:36.41,+47:44:59.9,-03:07:38.41,140.853709,31.463197
2021-02-09 04:37:31.514,2021-02-09 04:38:01.514,+09:22:11.78,+40:32:59.9,-03:15:28.31,141.812178,30.226819
2021-02-09 04:38:12.197,2021-02-09 04:38:42.197,+08:53:24.11,+33:20:59.9,-02:45:57.47,145.027312,39.978489
2021-02-09 04:38:52.880,2021-02-09 04:39:22.880,+08:21:59.29,+33:20:59.9,-02:13:54.09,147.867334,47.005307
2021-02-09 04:39:36.352,2021-02-09 04:40:06.352,+07:19:9.73,+33:20:59.9,-01:10:22.59,152.320946,56.842395
2021-02-09 04:40:19.823,2021-02-09 04:40:49.823,+08:21:59.29,+33:20:59.9,-02:12:26.85,148.55989,47.086414
2021-02-09 04:41:03.303,2021-02-09 04:41:33.303,+07:19:9.73,+33:20:59.9,-01:08:55.4,153.241967,56.695181
2021-02-09 04:41:44.903,2021-02-09 04:42:14.903,+08:04:41.7,+26:08:59.9,-01:53:40.78,148.501421,46.536955
2021-02-09 04:42:25.561,2021-02-09 04:42:55.561,+07:47:22.96,+18:56:59.9,-01:35:37.64,149.359143,50.911769
2021-02-09 04:43:16.834,2021-02-09 04:43:46.834,+06:40:26.54,-02:39:0.1,-00:27:39.97,148.303909,63.652079
2021-02-09 04:43:57.283,2021-02-09 04:44:27.283,+06:55:33.46,-09:51:0.1,-00:42:2.38,144.391748,68.970731
2021-02-09 04:44:37.856,2021-02-09 04:45:07.856,+06:43:5.81,-17:03:0.1,-00:28:50.95,139.398403,78.493758
2021-02-09 04:45:18.539,2021-02-09 04:45:48.539,+06:14:46.1,-17:02:59.9,+00:00:10.08,141.061995,80.240216
2021-02-09 04:45:58.988,2021-02-09 04:46:28.988,+05:46:26.47,-17:02:59.9,+00:29:9.88,144.925565,81.45144
2021-02-09 04:46:47.924,2021-02-09 04:47:17.924,+06:22:18.8,+18:57:00,-00:06:11.49,163.549156,60.196189
2021-02-09 04:47:34.459,2021-02-09 04:48:04.459,+05:30:58.03,-09:50:59.9,+00:46:11.05,154.238215,72.179461
2021-02-09 04:48:15.574,2021-02-09 04:48:45.574,+04:47:58.85,-02:38:59.9,+01:29:48.02,153.0143,66.350436
2021-02-09 04:49:03.088,2021-02-09 04:49:33.088,+03:57:29.74,+18:57:0.1,+02:20:56.03,157.506175,52.748691
2021-02-09 04:49:43.537,2021-02-09 04:50:13.537,+03:22:39.22,+11:45:0.1,+02:56:30.58,144.527551,49.810816
2021-02-09 04:50:23.989,2021-02-09 04:50:53.989,+02:59:29.8,+18:57:0.1,+03:20:18.07,140.633367,43.461024
2021-02-09 04:51:48.638,2021-02-09 04:52:18.638,+07:34:46.09,+26:08:59.9,-01:13:40.22,158.245139,50.98372
2021-02-09 04:52:34.795,2021-02-09 04:53:04.795,+09:04:32.92,+26:08:59.9,-02:42:38.02,150.331353,35.559317
2021-02-09 04:53:16.291,2021-02-09 04:53:46.291,+09:03:23.8,+11:44:59.9,-02:40:41.2,148.048909,39.620444
2021-02-09 04:57:47.946,2021-02-09 04:58:17.946,+04:05:18.28,+04:33:0.1,+02:21:59.18,144.904983,66.53789
2021-02-09 04:58:28.608,2021-02-09 04:58:58.608,+03:50:35.41,+11:45:0.1,+02:37:20.32,144.374089,61.939434
2021-02-09 04:59:20.132,2021-02-09 04:59:50.132,+02:29:42.61,+40:33:0.1,+03:58:56.2,141.65994,39.339267
2021-02-09 05:00:00.733,2021-02-09 05:00:30.733,+02:09:17.78,+47:45:0.1,+04:19:59.52,138.377138,33.656749
2021-02-09 05:01:17.035,2021-02-09 05:01:47.035,+06:14:46.1,-17:02:59.9,+00:16:11.7,138.179156,87.112189
2021-02-09 05:01:57.495,2021-02-09 05:02:27.495,+05:46:26.47,-17:02:59.9,+00:45:11.54,136.783214,85.751926
2021-02-09 05:02:38.195,2021-02-09 05:03:08.195,+05:30:58.03,-09:50:59.9,+01:01:17.45,139.272132,81.831141
2021-02-09 05:03:19.289,2021-02-09 05:03:49.289,+04:47:58.85,-02:38:59.9,+01:44:54.46,137.417059,74.521849
2021-02-09 05:04:14.641,2021-02-09 05:04:44.641,+03:40:14.59,+33:21:0.1,+02:53:17.96,142.110879,57.274667
2021-02-09 05:05:04.534,2021-02-09 05:05:34.534,+03:06:40,+62:09:0.1,+03:27:19.69,133.600746,52.101441
2021-02-09 05:05:52.289,2021-02-09 05:06:22.289,+01:19:59.99,+83:45:0.1,+05:14:3.98,121.949244,10.086667
2021-02-09 05:06:35.813,2021-02-09 05:07:05.813,+02:23:60,+76:33:0.1,+04:11:1.76,121.622193,38.890274
2021-02-09 05:07:16.447,2021-02-09 05:07:46.447,+02:51:25.7,+69:21:0.1,+03:44:34.61,122.300121,46.273951
2021-02-09 05:08:01.585,2021-02-09 05:08:31.585,+03:59:60,+83:45:0.1,+02:33:50.99,133.449745,79.757274
2021-02-09 05:08:42.139,2021-02-09 05:09:12.139,+03:59:60,+76:33:0.1,+02:36:34.32,120.807463,68.039994
2021-02-09 05:09:22.590,2021-02-09 05:09:52.590,+03:59:60,+69:21:0.1,+02:37:51.82,121.650732,63.119227
2021-02-09 05:10:03.040,2021-02-09 05:10:33.040,+03:59:60,+62:09:0.1,+02:38:51.53,123.966963,62.154207
2021-02-09 05:10:44.511,2021-02-09 05:11:14.511,+04:44:30.62,+54:57:0.1,+01:55:9.8,128.563879,67.42126
2021-02-09 05:11:24.958,2021-02-09 05:11:54.958,+04:49:0.91,+47:45:0.1,+01:51:28.03,131.664728,68.643082
2021-02-09 05:12:05.701,2021-02-09 05:12:35.701,+05:27:24.84,+47:45:0.1,+01:13:43.76,134.081735,71.752979
2021-02-09 05:12:46.154,2021-02-09 05:13:16.154,+05:28:12.58,+54:57:0.1,+01:13:27.98,133.127353,67.319381
2021-02-09 05:13:26.845,2021-02-09 05:13:56.845,+04:53:20,+62:09:0.1,+01:48:49.63,131.506817,65.660273
2021-02-09 05:14:07.559,2021-02-09 05:14:37.559,+05:08:34.3,+69:21:0.1,+01:33:54.22,126.631263,69.757806
2021-02-09 05:14:54.206,2021-02-09 05:15:24.206,+06:40:0.01,+83:45:00,+00:00:10.45,124.00766,88.395729
2021-02-09 05:15:40.750,2021-02-09 05:16:10.750,+06:55:36.48,+54:56:59.9,-00:11:1.25,131.353338,60.396524
2021-02-09 05:16:21.416,2021-02-09 05:16:51.416,+06:42:48.71,+47:44:60,+00:02:36.41,134.522394,63.055246
2021-02-09 05:17:01.966,2021-02-09 05:17:31.966,+06:55:36.48,+54:57:00,-00:09:40,133.103134,58.467145
2021-02-09 05:17:42.658,2021-02-09 05:18:12.658,+07:20:30.62,+47:44:59.9,-00:33:43.18,134.454485,60.286549
2021-02-09 05:20:00.481,2021-02-09 05:20:30.481,+08:47:43.76,+40:32:59.9,-01:58:26.85,145.875168,46.799538
2021-02-09 05:20:40.925,2021-02-09 05:21:10.925,+08:13:15.71,+40:32:59.9,-01:23:20.82,150.147148,52.580831
2021-02-09 05:21:21.370,2021-02-09 05:21:51.370,+08:21:59.29,+33:20:59.9,-01:31:18.16,148.164751,54.877179
2021-02-09 05:22:01.995,2021-02-09 05:22:31.995,+08:53:24.11,+33:20:59.9,-02:02:1.31,147.376403,49.044498
2021-02-09 05:23:23.720,2021-02-09 05:23:53.720,+09:12:1.22,+18:56:59.9,-02:19:9.11,144.293593,42.671797
2021-02-09 05:24:48.597,2021-02-09 05:25:18.597,+08:21:59.29,+33:20:59.9,-01:27:50.56,150.636428,53.356613
2021-02-09 05:25:32.083,2021-02-09 05:26:02.083,+07:19:9.73,+33:20:59.9,-00:24:19.07,158.828187,57.976005
2021-02-09 05:26:12.684,2021-02-09 05:26:42.684,+07:50:34.51,+33:20:59.9,-00:55:2.81,154.880698,56.073746
2021-02-09 05:26:53.223,2021-02-09 05:27:23.223,+07:19:9.73,+33:20:59.9,-00:22:57.85,158.529386,58.011088
2021-02-09 05:27:34.828,2021-02-09 05:28:04.828,+08:04:41.7,+26:08:59.9,-01:07:43.18,152.69736,51.443212
2021-02-09 05:28:15.278,2021-02-09 05:28:45.278,+07:34:46.09,+26:08:59.9,-00:37:7.22,157.831125,53.395214
2021-02-09 05:28:56.323,2021-02-09 05:29:26.323,+07:47:22.96,+18:56:59.9,-00:48:58.93,152.805737,54.460907
2021-02-09 05:29:45.530,2021-02-09 05:30:15.530,+07:39:38.95,-17:03:0.1,-00:40:9.51,144.311779,75.503759
2021-02-09 05:30:25.975,2021-02-09 05:30:55.975,+07:11:25.44,-17:03:0.1,-00:11:15.45,144.92373,78.106295
2021-02-09 05:31:48.392,2021-02-09 05:32:18.392,+07:57:34.96,-24:15:0.1,-00:55:59.04,144.836641,80.084785
2021-02-09 05:32:37.338,2021-02-09 05:33:07.338,+07:36:5.72,+11:44:59.9,-00:33:56.85,166.450156,62.884388
2021-02-09 05:33:17.786,2021-02-09 05:33:47.786,+08:05:11.72,+11:44:59.9,-01:02:22.43,163.344074,59.421098
2021-02-09 05:33:58.293,2021-02-09 05:34:28.293,+08:15:35.71,+18:56:59.9,-01:12:8.36,165.063361,55.70507
2021-02-09 05:34:40.161,2021-02-09 05:35:10.161,+09:03:23.8,+11:44:59.9,-01:59:10.45,162.215307,50.57469
2021-02-09 05:35:20.612,2021-02-09 05:35:50.612,+09:10:3.79,+04:32:59.9,-02:05:7.68,159.704882,53.262013
2021-02-09 05:36:01.104,2021-02-09 05:36:31.104,+09:30:28.8,-02:39:0.1,-02:24:49.3,154.282275,55.816566
2021-02-09 05:36:41.726,2021-02-09 05:37:11.726,+09:02:7.19,-02:39:0.1,-01:55:47.47,155.290964,62.210132
2021-02-09 05:44:36.497,2021-02-09 05:45:06.497,+08:47:60,+76:32:59.9,-01:35:15.33,142.615037,63.293236
2021-02-09 05:45:25.426,2021-02-09 05:45:55.426,+07:04:19.63,+40:33:00,+00:10:21.56,158.376832,63.717382
2021-02-09 05:46:34.781,2021-02-09 05:47:04.781,+01:42:51.44,+69:21:0.1,+05:32:52.7,126.893382,-7.619833
2021-02-09 05:47:44.402,2021-02-09 05:48:14.402,+06:22:18.8,+18:57:0.1,+00:54:55.62,162.85247,58.649328
2021-02-09 05:48:28.449,2021-02-09 05:48:58.449,+06:40:26.54,-02:38:59.9,+00:37:42.74,157.130987,64.238155
2021-02-09 05:49:09.061,2021-02-09 05:49:39.061,+07:08:40.81,-02:38:59.9,+00:10:9.45,157.046313,65.773636
2021-02-09 05:49:49.738,2021-02-09 05:50:19.738,+07:23:47.72,-09:51:0.1,-00:04:14.19,151.002089,69.592332
2021-02-09 05:50:30.376,2021-02-09 05:51:00.376,+06:55:33.46,-09:50:59.9,+00:24:41.47,156.947599,70.435576
