start_time,end_time,ra,dec,ha,ra_offset,dec_offset
2021-02-05 03:17:56.925,2021-02-05 03:18:26.925,+00:27:49.17,+54:57:0.1,+04:03:33.67,122.601436,38.6731
2021-02-05 03:18:40.352,2021-02-05 03:19:10.352,+23:25:42.96,+69:21:0.1,+05:06:41.52,109.654021,12.218095
2021-02-05 03:19:20.902,2021-02-05 03:19:50.902,+23:33:20.16,+62:09:0.1,+04:59:38.7,111.843382,18.182642
2021-02-05 03:20:01.583,2021-02-05 03:20:31.583,+23:45:27.36,+54:57:0.1,+04:48:8.44,114.482084,22.291164
2021-02-05 03:20:42.124,2021-02-05 03:21:12.124,+23:28:42.24,+47:45:0.1,+05:05:36.16,112.657376,18.489762
2021-02-05 03:21:22.810,2021-02-05 03:21:52.810,+23:40:8.76,+40:33:0.1,+04:54:47.37,113.242559,22.482028
2021-02-05 03:22:03.262,2021-02-05 03:22:33.262,+23:31:9.84,+33:21:0.1,+05:04:27.58,107.599461,19.896229
2021-02-05 03:22:46.685,2021-02-05 03:23:16.685,+00:33:25.95,+33:21:0.1,+04:02:49.3,113.34305,42.878265
2021-02-05 03:23:27.286,2021-02-05 03:23:57.286,+00:47:36,+40:24:0.1,+03:49:18.12,116.680687,45.265436
2021-02-05 03:24:08.263,2021-02-05 03:24:38.263,+01:21:33.55,+40:33:0.1,+03:15:58.04,119.022463,55.365012
2021-02-05 03:24:52.544,2021-02-05 03:25:22.544,+02:29:42.61,+40:33:0.1,+02:08:26.49,129.089262,69.618426
2021-02-05 03:25:35.118,2021-02-05 03:26:05.118,+01:35:42.14,+33:21:0.1,+03:03:17.4,128.723111,55.142321
2021-02-05 03:37:30.916,2021-02-05 03:38:00.916,+02:01:29.89,+18:57:0.1,+02:49:28.96,130.621478,66.802112
2021-02-05 03:38:11.621,2021-02-05 03:38:41.621,+01:32:29.94,+18:57:0.1,+03:19:11.29,128.710086,58.753315
2021-02-05 03:42:14.928,2021-02-05 03:42:44.928,+00:34:30.02,+18:57:0.1,+04:21:17.47,114.542435,40.915771
2021-02-05 03:42:55.491,2021-02-05 03:43:25.491,+00:33:56.93,+26:09:0.1,+04:22:31.19,115.82829,39.955051
2021-02-05 03:43:36.068,2021-02-05 03:44:06.068,+00:05:30.06,+18:57:0.1,+04:51:41.02,108.599481,30.670589
2021-02-05 03:44:16.959,2021-02-05 03:44:46.959,+00:03:50.78,+26:09:0.1,+04:54:0.49,111.107972,28.492326
2021-02-05 03:44:57.409,2021-02-05 03:45:27.409,+00:02:17.84,+33:21:0.1,+04:56:14.69,113.379673,30.111732
2021-02-05 03:45:37.859,2021-02-05 03:46:07.859,+23:31:9.84,+33:21:0.1,+05:28:5.41,107.814656,17.156734
2021-02-05 03:46:18.305,2021-02-05 03:46:48.305,+23:40:8.76,+40:33:0.1,+05:19:47.49,112.282277,19.229064
2021-02-05 03:46:58.883,2021-02-05 03:47:28.883,+23:28:42.24,+47:45:0.1,+05:31:56.43,110.354767,13.58153
2021-02-05 03:47:39.404,2021-02-05 03:48:09.404,+23:45:27.36,+54:57:0.1,+05:15:50.97,112.047885,16.643175
2021-02-05 03:48:19.941,2021-02-05 03:48:49.941,+23:33:20.16,+62:09:0.1,+05:28:42.45,110.266942,9.70186
2021-02-05 03:49:00.647,2021-02-05 03:49:30.647,+23:25:42.96,+69:21:0.1,+05:37:6.51,106.822174,3.313188
2021-02-05 03:49:48.352,2021-02-05 03:50:18.352,+00:47:36,+40:24:0.1,+04:15:43.44,115.777632,43.791425
2021-02-05 03:50:28.799,2021-02-05 03:50:58.799,+01:21:33.55,+40:33:0.1,+03:42:22.35,120.181233,53.77776
2021-02-05 03:51:09.249,2021-02-05 03:51:39.249,+01:04:34.07,+33:21:0.1,+04:00:6.2,118.522357,48.592257
2021-02-05 03:51:49.718,2021-02-05 03:52:19.718,+01:21:33.55,+40:33:0.1,+03:43:43.57,120.749579,52.828788
2021-02-05 03:52:30.300,2021-02-05 03:53:00.300,+01:35:42.14,+33:21:0.1,+03:30:16.86,121.417467,57.711246
2021-02-05 03:53:10.750,2021-02-05 03:53:40.750,+02:06:50.26,+33:21:0.1,+02:59:46.39,123.795876,65.944236
2021-02-05 03:53:51.202,2021-02-05 03:54:21.202,+01:34:9.23,+26:09:0.1,+03:33:12.88,123.071365,52.719302
2021-02-05 03:54:31.650,2021-02-05 03:55:01.650,+01:35:42.14,+33:21:0.1,+03:32:18.11,123.710133,55.968431
2021-02-05 03:55:12.180,2021-02-05 03:55:42.180,+01:55:31.08,+40:33:0.1,+03:13:6.2,122.739653,61.892044
2021-02-05 03:55:52.695,2021-02-05 03:56:22.695,+02:09:17.78,+47:45:0.1,+02:59:54.64,122.410817,67.828816
2021-02-05 03:56:35.323,2021-02-05 03:57:05.323,+03:03:54.14,+40:33:0.1,+02:06:0.16,126.179557,76.47819
2021-02-05 03:57:15.940,2021-02-05 03:57:45.940,+03:09:6.48,+33:21:0.1,+02:01:31.57,130.698995,71.56448
2021-02-05 03:57:56.396,2021-02-05 03:58:26.396,+03:04:27.66,+26:09:0.1,+02:06:55.17,132.373479,66.14959
2021-02-05 04:02:05.831,2021-02-05 04:02:35.831,+04:06:22.64,-09:50:59.9,+01:09:23.58,120.681923,88.616986
2021-02-05 04:02:46.977,2021-02-05 04:03:16.977,+04:47:58.85,-02:38:59.9,+00:28:25.25,132.331695,86.509299
2021-02-05 04:03:27.675,2021-02-05 04:03:57.675,+05:02:46.25,-09:50:59.9,+00:14:22.3,129.559124,88.778368
2021-02-05 04:04:08.405,2021-02-05 04:04:38.405,+04:47:58.85,-02:38:59.9,+00:29:47.48,132.886047,85.967432
2021-02-05 04:04:48.857,2021-02-05 04:05:18.857,+04:19:51.92,-02:38:59.9,+00:58:34.56,133.073345,83.951444
2021-02-05 04:05:29.307,2021-02-05 04:05:59.307,+04:06:22.64,-09:50:59.9,+01:12:48.08,127.793649,86.237872
2021-02-05 04:06:09.755,2021-02-05 04:06:39.755,+03:38:10.82,-09:50:59.9,+01:41:39.91,121.955292,83.375042
2021-02-05 04:09:33.889,2021-02-05 04:10:03.889,+03:22:39.22,+11:45:0.1,+02:00:27.77,125.411687,76.360781
2021-02-05 04:10:15.570,2021-02-05 04:10:45.570,+03:34:33.78,+26:09:0.1,+01:49:8.76,138.737505,67.413584
2021-02-05 04:10:58.407,2021-02-05 04:11:28.407,+02:37:58.37,+33:21:0.1,+02:46:27.01,135.523997,59.207698
2021-02-05 04:11:39.046,2021-02-05 04:12:09.046,+02:29:42.61,+40:33:0.1,+02:55:21.15,133.559869,59.400424
2021-02-05 04:12:19.689,2021-02-05 04:12:49.689,+02:49:26.69,+47:45:0.1,+02:36:10.87,130.927315,67.415174
2021-02-05 04:13:00.280,2021-02-05 04:13:30.280,+02:29:42.61,+40:33:0.1,+02:56:42.36,130.518189,60.532296
2021-02-05 04:13:40.764,2021-02-05 04:14:10.764,+02:49:26.69,+47:45:0.1,+02:37:32.06,130.236598,67.751935
2021-02-05 04:14:29.478,2021-02-05 04:14:59.478,+04:44:30.62,+54:57:0.1,+00:42:59.23,125.271558,77.232376
2021-02-05 04:15:11.164,2021-02-05 04:15:41.164,+03:59:60,+69:21:0.1,+01:27:45.55,117.684281,76.138461
2021-02-05 04:15:53.701,2021-02-05 04:16:23.701,+03:06:40,+62:09:0.1,+02:22:14.27,122.126943,67.848085
2021-02-05 04:16:34.165,2021-02-05 04:17:04.165,+02:34:54.16,+54:57:0.1,+02:54:55.04,122.478638,59.924915
2021-02-05 04:17:14.723,2021-02-05 04:17:44.723,+02:13:19.99,+62:09:0.1,+03:17:5.48,118.234252,55.955631
2021-02-05 04:17:55.385,2021-02-05 04:18:25.385,+01:42:51.44,+69:21:0.1,+03:48:12.7,112.715325,45.735508
2021-02-05 04:18:35.885,2021-02-05 04:19:05.885,+02:13:19.99,+62:09:0.1,+03:18:26.72,113.701512,57.073252
2021-02-05 04:19:16.331,2021-02-05 04:19:46.331,+01:42:51.44,+69:21:0.1,+03:49:33.93,110.874934,45.449456
2021-02-05 04:19:56.971,2021-02-05 04:20:26.971,+01:19:59.99,+62:09:0.1,+04:13:19.56,113.624828,38.660519
2021-02-05 04:20:37.672,2021-02-05 04:21:07.672,+01:52:32.48,+54:57:0.1,+03:41:26.87,116.016915,48.427772
2021-02-05 04:21:18.118,2021-02-05 04:21:48.118,+01:29:8.92,+47:45:0.1,+04:05:38.76,115.914841,40.781049
2021-02-05 04:21:58.571,2021-02-05 04:22:28.571,+01:52:32.48,+54:57:0.1,+03:42:48.15,116.216222,46.73806
2021-02-05 04:22:39.819,2021-02-05 04:23:09.819,+01:10:10.81,+54:57:0.1,+04:25:58.08,113.806461,31.141519
2021-02-05 04:23:20.503,2021-02-05 04:23:50.503,+00:49:00,+47:45:0.1,+04:47:55.47,112.199802,25.907438
2021-02-05 04:24:01.442,2021-02-05 04:24:31.442,+00:27:49.17,+54:57:0.1,+05:09:49.52,109.937706,13.067424
2021-02-05 04:24:42.166,2021-02-05 04:25:12.166,+00:08:51.1,+47:45:0.1,+05:29:32.2,104.3182,8.789045
2021-02-05 04:25:22.615,2021-02-05 04:25:52.615,+00:13:52.46,+40:33:0.1,+05:25:10.53,102.997436,10.469928
2021-02-05 04:26:03.317,2021-02-05 04:26:33.317,+00:33:25.95,+33:21:0.1,+05:06:16.73,102.154344,18.933219
2021-02-05 04:28:08.531,2021-02-05 04:28:38.531,+02:04:15.35,+26:09:0.1,+03:37:27.63,108.537211,47.136768
2021-02-05 04:28:51.222,2021-02-05 04:29:21.222,+02:59:29.8,+18:57:0.1,+02:42:56.21,114.185702,62.487895
2021-02-05 04:29:31.807,2021-02-05 04:30:01.807,+03:22:39.22,+11:45:0.1,+02:20:29.04,118.232008,69.458721
2021-02-05 04:30:13.135,2021-02-05 04:30:43.135,+04:05:18.28,+04:33:0.1,+01:38:34.4,121.759726,77.051506
2021-02-05 04:32:30.750,2021-02-05 04:33:00.750,+06:43:5.81,-17:03:0.1,-00:56:46.18,141.732261,89.948508
2021-02-05 04:33:11.205,2021-02-05 04:33:41.205,+06:14:46.1,-17:03:0.1,-00:27:45.16,144.263877,92.902742
2021-02-05 04:33:51.651,2021-02-05 04:34:21.651,+05:46:26.47,-17:02:59.9,+00:01:14.68,148.069447,93.914611
2021-02-05 04:34:32.118,2021-02-05 04:35:02.118,+05:30:58.03,-09:50:59.9,+00:17:20.64,152.781881,90.554134
2021-02-05 04:35:18.649,2021-02-05 04:35:48.649,+06:22:18.8,+18:56:60,-00:33:28.54,156.78973,71.136044
2021-02-05 04:36:31.167,2021-02-05 04:37:01.167,+06:42:48.71,+47:44:59.9,-00:53:6.36,149.076695,72.449031
2021-02-05 04:37:20.110,2021-02-05 04:37:50.110,+06:40:0.01,+83:44:59.9,-00:53:16.24,131.967597,91.680542
2021-02-05 04:38:06.745,2021-02-05 04:38:36.745,+05:08:34.3,+69:21:0.1,+00:42:1.02,128.012228,78.069366
2021-02-05 04:38:47.463,2021-02-05 04:39:17.463,+04:53:20,+62:09:0.1,+00:58:18.6,130.216509,74.814331
2021-02-05 04:39:27.910,2021-02-05 04:39:57.910,+05:28:12.58,+54:57:0.1,+00:24:17.29,133.53355,70.666885
2021-02-05 04:40:08.367,2021-02-05 04:40:38.367,+05:27:24.84,+47:45:0.1,+00:25:55.32,136.492694,72.210487
2021-02-05 04:40:49.649,2021-02-05 04:41:19.649,+04:44:30.62,+54:57:0.1,+01:09:23.57,133.588816,65.985943
2021-02-05 04:41:30.119,2021-02-05 04:42:00.119,+04:49:0.91,+47:45:0.1,+01:05:42.9,133.831609,70.289728
2021-02-05 04:42:12.100,2021-02-05 04:42:42.100,+03:59:60,+62:09:0.1,+01:55:9.59,127.62069,65.970197
2021-02-05 04:42:52.719,2021-02-05 04:43:22.719,+03:59:60,+69:21:0.1,+01:55:31.09,121.596252,68.658249
2021-02-05 04:43:33.166,2021-02-05 04:44:03.166,+03:59:60,+76:33:0.1,+01:55:34.65,117.782314,74.679178
2021-02-05 04:44:16.069,2021-02-05 04:44:46.069,+03:06:40,+62:09:0.1,+02:50:41.94,119.524032,58.74055
2021-02-05 04:44:56.558,2021-02-05 04:45:26.558,+02:51:25.7,+69:21:0.1,+03:06:24.55,116.696008,54.567139
2021-02-05 04:45:37.301,2021-02-05 04:46:07.301,+02:23:60,+76:33:0.1,+03:34:13.84,112.71903,49.090061
2021-02-05 04:46:20.832,2021-02-05 04:46:50.832,+01:19:59.99,+83:45:0.1,+04:38:41.95,110.520476,27.398036
2021-02-05 04:47:02.514,2021-02-05 04:47:32.514,+01:42:51.44,+69:21:0.1,+04:17:24.52,108.679125,33.551422
2021-02-05 04:47:42.979,2021-02-05 04:48:12.979,+01:19:59.99,+62:09:0.1,+04:41:10.09,111.713015,24.897878
2021-02-05 04:48:23.427,2021-02-05 04:48:53.427,+01:42:51.44,+69:21:0.1,+04:18:45.75,110.771003,33.471863
2021-02-05 04:49:03.874,2021-02-05 04:49:33.874,+02:13:19.99,+62:09:0.1,+03:48:59.72,113.760823,45.230618
2021-02-05 04:49:44.539,2021-02-05 04:50:14.539,+02:34:54.16,+54:57:0.1,+03:28:10.45,116.91796,49.991223
2021-02-05 04:50:24.987,2021-02-05 04:50:54.987,+02:49:26.69,+47:45:0.1,+03:14:22.08,118.520423,55.393612
2021-02-05 04:51:05.955,2021-02-05 04:51:35.955,+02:09:17.78,+47:45:0.1,+03:55:16.75,119.113665,40.533899
2021-02-05 04:51:46.926,2021-02-05 04:52:16.926,+02:49:26.69,+47:45:0.1,+03:15:44.33,118.696849,54.838633
2021-02-05 04:52:27.727,2021-02-05 04:52:57.727,+03:03:54.14,+40:33:0.1,+03:02:1.34,120.8332,55.981964
2021-02-05 04:53:08.406,2021-02-05 04:53:38.406,+03:09:6.48,+33:21:0.1,+02:57:33.81,122.376399,55.080018
2021-02-05 04:53:48.850,2021-02-05 04:54:18.850,+03:34:33.78,+26:09:0.1,+02:32:48.86,126.771436,57.078835
2021-02-05 04:54:29.302,2021-02-05 04:54:59.302,+03:28:29.75,+18:57:0.1,+02:39:37.47,125.518934,56.566014
2021-02-05 04:55:09.750,2021-02-05 04:55:39.750,+03:50:35.41,+11:45:0.1,+02:18:14.43,127.576548,63.700608
2021-02-05 05:02:50.071,2021-02-05 05:03:20.071,+06:14:46.1,-17:02:60,+00:01:58.7,147.071714,93.60699
2021-02-05 05:03:30.554,2021-02-05 05:04:00.554,+05:46:26.47,-17:02:59.9,+00:30:58.5,150.877534,91.832378
2021-02-05 05:04:11.316,2021-02-05 05:04:41.316,+05:30:58.03,-09:50:59.9,+00:47:4.46,151.638413,88.736103
2021-02-05 05:04:52.408,2021-02-05 05:05:22.408,+04:49:47.14,-17:02:59.9,+01:29:0.03,145.483108,86.810402
2021-02-05 05:05:32.950,2021-02-05 05:06:02.950,+04:34:34.43,-09:50:59.9,+01:44:49.27,145.668634,82.035005
2021-02-05 05:06:20.928,2021-02-05 05:06:50.928,+06:22:18.8,+18:57:00,-00:02:21.44,159.620275,70.249183
2021-02-05 05:07:05.343,2021-02-05 05:07:35.343,+06:40:26.54,-02:39:0.1,-00:19:33.32,156.346623,75.077909
2021-02-05 05:07:45.791,2021-02-05 05:08:15.791,+06:55:33.46,-09:51:0.1,-00:33:56.77,151.050709,80.089284
2021-02-05 05:08:26.321,2021-02-05 05:08:56.321,+07:08:40.81,-02:39:0.1,-00:46:26.48,148.94097,77.838078
2021-02-05 05:09:07.990,2021-02-05 05:09:37.990,+07:36:5.72,+11:44:59.9,-01:13:16.9,151.207852,68.9503
2021-02-05 05:09:55.712,2021-02-05 05:10:25.712,+07:19:9.73,+33:20:59.9,-00:55:44.86,153.988313,69.632055
2021-02-05 05:10:36.164,2021-02-05 05:11:06.164,+07:50:34.51,+33:20:59.9,-01:26:27.59,149.97852,65.379272
2021-02-05 05:11:22.522,2021-02-05 05:11:52.522,+09:22:11.78,+40:32:59.9,-02:57:17.84,143.595441,45.608136
2021-02-05 05:12:05.415,2021-02-05 05:12:35.415,+09:06:42.3,+54:56:59.9,-02:41:17.92,140.968271,46.173145
2021-02-05 05:12:51.912,2021-02-05 05:13:21.912,+07:33:20.02,+62:08:59.9,-01:07:30.91,139.563548,65.692066
2021-02-05 05:13:32.620,2021-02-05 05:14:02.620,+07:25:42.85,+69:20:59.9,-00:59:33.82,130.142029,70.659626
2021-02-05 05:14:13.071,2021-02-05 05:14:43.071,+07:11:60,+76:32:59.9,-00:45:53.22,125.384568,78.573849
2021-02-05 05:14:53.520,2021-02-05 05:15:23.520,+06:40:0.01,+83:44:60,-00:15:37.04,133.310358,94.289271
2021-02-05 05:15:40.166,2021-02-05 05:16:10.166,+05:08:34.3,+69:21:0.1,+01:19:41.15,126.564746,75.474269
2021-02-05 05:16:20.640,2021-02-05 05:16:50.640,+04:53:20,+62:09:0.1,+01:35:57.74,129.846121,72.174687
2021-02-05 05:17:03.071,2021-02-05 05:17:33.071,+03:59:60,+76:33:0.1,+02:29:10.14,122.899653,69.4196
2021-02-05 05:17:43.912,2021-02-05 05:18:13.912,+03:59:60,+83:45:0.1,+02:27:47.77,132.205789,81.303492
2021-02-05 05:18:37.602,2021-02-05 05:19:07.602,+01:19:59.99,+83:45:0.1,+05:11:4.3,117.403427,15.330681
2021-02-05 05:19:21.129,2021-02-05 05:19:51.129,+02:23:60,+76:33:0.1,+04:08:3.3,116.41964,42.241829
2021-02-05 05:20:01.729,2021-02-05 05:20:31.729,+02:51:25.7,+69:21:0.1,+03:41:35.35,117.485698,49.898714
2021-02-05 05:20:45.768,2021-02-05 05:21:15.768,+03:59:60,+62:09:0.1,+02:33:48.92,120.704575,68.603183
2021-02-05 05:21:27.745,2021-02-05 05:21:57.745,+04:49:0.91,+47:45:0.1,+01:45:46.47,126.823011,74.745099
2021-02-05 05:22:08.487,2021-02-05 05:22:38.487,+05:27:24.84,+47:45:0.1,+01:08:2.18,129.207606,76.21979
2021-02-05 05:22:48.970,2021-02-05 05:23:18.970,+05:28:12.58,+54:57:0.1,+01:07:45.42,128.656373,72.008453
2021-02-05 05:23:34.895,2021-02-05 05:24:04.895,+06:55:36.48,+54:56:59.9,-00:18:52.18,123.257592,67.640228
2021-02-05 05:24:15.342,2021-02-05 05:24:45.342,+06:42:48.71,+47:44:59.9,-00:05:14.51,128.695105,70.600787
2021-02-05 05:24:56.000,2021-02-05 05:25:26.000,+06:55:36.48,+54:56:59.9,-00:17:30.89,126.283687,65.896424
2021-02-05 05:25:36.532,2021-02-05 05:26:06.532,+07:20:30.62,+47:44:59.9,-00:41:34.05,127.803989,67.125654
2021-02-05 05:26:17.043,2021-02-05 05:26:47.043,+07:04:19.63,+40:32:59.9,-00:24:35.76,134.458983,69.087763
2021-02-05 05:26:57.493,2021-02-05 05:27:27.493,+07:38:47.69,+40:32:59.9,-00:58:22.6,135.128374,64.746238
2021-02-05 05:27:37.943,2021-02-05 05:28:07.943,+07:58:12.54,+47:44:59.9,-01:17:12.67,133.980976,62.950319
2021-02-05 05:28:18.558,2021-02-05 05:28:48.558,+07:38:47.69,+40:32:59.9,-00:57:1.4,136.709515,65.103778
2021-02-05 05:28:59.096,2021-02-05 05:29:29.096,+08:13:15.71,+40:32:59.9,-01:30:46.63,137.665991,59.683383
2021-02-05 05:29:41.672,2021-02-05 05:30:11.672,+07:19:9.73,+33:20:59.9,-00:35:55.59,141.304078,65.489844
2021-02-05 05:30:23.269,2021-02-05 05:30:53.269,+08:04:41.7,+26:08:59.9,-01:20:39.91,134.705683,59.077619
2021-02-05 05:31:59.901,2021-02-05 05:32:29.901,+07:28:13.55,-24:15:0.1,-00:42:12.15,131.269052,90.334785
2021-02-05 05:32:41.079,2021-02-05 05:33:11.079,+08:07:46.34,-17:03:0.1,-01:21:7.12,130.532946,84.139369
2021-02-05 05:33:21.699,2021-02-05 05:33:51.699,+08:35:53.7,-17:03:0.1,-01:48:35.08,127.832953,78.949151
2021-02-05 05:34:02.203,2021-02-05 05:34:32.203,+08:20:21.16,-09:51:0.1,-01:32:24.02,133.995635,79.920329
2021-02-05 05:34:42.647,2021-02-05 05:35:12.647,+08:33:45.61,-02:39:0.1,-01:45:11.33,137.419168,76.595331
2021-02-05 05:35:23.110,2021-02-05 05:35:53.110,+09:02:7.19,-02:39:0.1,-02:12:51.88,135.259872,70.813023
2021-02-05 05:36:03.556,2021-02-05 05:36:33.556,+09:10:3.79,+04:32:59.9,-02:20:10.78,136.520729,68.320325
2021-02-05 05:36:44.066,2021-02-05 05:37:14.066,+09:30:28.8,-02:39:0.1,-02:39:52.36,133.022344,64.525041
2021-02-05 05:37:24.710,2021-02-05 05:37:54.710,+09:37:25.82,+04:32:59.9,-02:46:11.38,132.480036,62.918418
2021-02-05 05:38:05.729,2021-02-05 05:38:35.729,+09:32:29.8,+11:44:59.9,-02:40:36.39,138.616422,61.082552
2021-02-05 05:38:46.201,2021-02-05 05:39:16.201,+09:12:1.22,+18:56:59.9,-02:19:29.74,148.127719,60.810615
2021-02-05 05:39:26.771,2021-02-05 05:39:56.771,+09:40:13.98,+18:56:59.9,-02:47:1.47,144.852163,54.455227
2021-02-05 05:40:47.696,2021-02-05 05:41:17.696,+09:24:48.89,+33:20:59.9,-02:30:21.37,146.039824,56.074684
2021-02-05 05:41:28.277,2021-02-05 05:41:58.277,+08:47:43.76,+40:32:59.9,-01:52:41.52,151.497216,60.857308
2021-02-05 05:42:08.727,2021-02-05 05:42:38.727,+09:13:36.41,+47:44:59.9,-02:17:56.82,146.192654,55.987072
2021-02-05 05:42:49.324,2021-02-05 05:43:19.324,+09:50:24.22,+54:56:59.9,-02:54:4.82,140.862999,43.059531
2021-02-05 05:43:29.766,2021-02-05 05:43:59.766,+09:19:59.99,+62:08:59.9,-02:23:13.58,137.634313,53.327911
2021-02-05 05:44:10.358,2021-02-05 05:44:40.358,+09:42:51.44,+69:25:11.9,-02:45:32.57,129.049548,50.482122
2021-02-05 05:44:53.185,2021-02-05 05:45:23.185,+08:48:00,+76:32:59.9,-01:50:44.46,124.861993,66.963005
2021-02-05 05:45:37.329,2021-02-05 05:46:07.329,+07:39:18.4,+54:56:59.9,-00:40:25.09,142.357987,65.161229
2021-02-05 05:46:20.431,2021-02-05 05:46:50.431,+08:35:54.49,+47:44:59.9,-01:36:5.73,144.089838,59.620974
2021-02-05 05:47:06.103,2021-02-05 05:47:36.103,+08:21:59.29,+33:20:59.9,-01:21:15.1,150.613198,63.266961
2021-02-05 05:47:46.791,2021-02-05 05:48:16.791,+08:53:24.11,+33:20:59.9,-01:51:58.25,149.104015,59.006473
2021-02-05 05:48:27.262,2021-02-05 05:48:57.262,+08:21:59.29,+33:20:59.9,-01:19:53.89,150.747009,64.09132
2021-02-05 05:49:08.508,2021-02-05 05:49:38.508,+09:04:32.92,+26:08:59.9,-02:01:40.84,145.754982,52.891285
